Company,Country
Nikita Online,Russia
Nikita Online,Russia
Noviy Disk Company,Russia
Owlcat Games,Russia
PageNet,Russia
Pixonic,Russia
Riot Games,Russia
Sobaka Studio,Russia
Time Zero,Russia
Toadman Interactive,Russia
TurboPad,Russia
Ubisoft Moscow,Russia
Wargaming Moscow,Russia
Zeptolab Russia,Russia
Zombie Dynamics,Russia
5 Ants,Spain
A Crowd of Monsters,Spain
Abylight,Spain
Alike Studio,Spain
Altered Matter,Spain
Anarkade,Spain
Appnormals Team,Spain
Awex Studios,Spain
Beautifun Games,Spain
Bloompix Studios,Spain
ChildTopia,Spain
Corsegames,Spain
Dark Curry,Spain
Digital Legends,Spain
Divertap,Spain
DreamSoftGames,Spain
Drop of Pixel,Spain
Frozen Shard,Spain
GameHouse Spain,Spain
Gameloft,Spain
GSN Games,Spain
Herobeat Studios,Spain
Infinigon Games,Spain
King.com (Activision),Spain
Life Zero Games,Spain
Like a Boss Games,Spain
Lince Works,Spain
Little Miracles Games,Spain
Manduka Games,Spain
Nomada Studio,Spain
Novarama,Spain
Omnidrone,Spain
Outfit7,Spain
Pantumaca Barcelona,Spain
Petoons Studio,Spain
PiX Juegos,Spain
Pixel Cream,Spain
Playstark,Spain
Plunge Interactive,Spain
Psious,Spain
Scopely,Spain
SoccerDream,Spain
Social Point,Spain
TikTak Games,Spain
Tilting Point,Spain
Titutitech,Spain
Troglobytes Games,Spain
U-Play Online,Spain
Ubisoft Barcelona,Spain
Undercoders,Spain
Unfinished Pixel,Spain
Winko Games,Spain
Zeptolab,Spain
505 Games (Digital Bros),Spain
AlPixel Games,Spain
Animatoon Studio,Spain
BadLand Games,Spain
Blizzard Entertainment,Spain
Blustery Games,Spain
Connect2Media,Spain
CrazyBits,Spain
Crema,Spain
Dapper Penguin Studios,Spain
Drakhar Studio,Spain
EA Madrid (Electronic Arts),Spain
Echoboom,Spain
eRepublik,Spain
Fictiorama Studios,Spain
Gameloft,Spain
Hydra Interactive Entertainment,Spain
Koch Media,Spain
Lingokids,Spain
Luegolu3go Studios,Spain
Media Tonic,Spain
Mediatonic,Spain
Mercurysteam Entertainment,Spain
Milkstone Studios,Spain
Nachobeard,Spain
Noobware,Spain
Numantian Games,Spain
Over the Top Games,Spain
Pendulo Studios,Spain
Pentadimensional Games,Spain
Pyro Mobile ,Spain
Risin' Goat,Spain
Saber Interactive,Spain
Secret 6,Spain
Stage Clear Studios,Spain
Team Gotham,Spain
Tequila Works,Spain
Timeless Games ,Spain
Virtway,Spain
Zenith,Spain
Zinkia Madrid,Spain
Aristocrat Leisure Limited,India
Barren Sound,India
CreatioSoft,India
Digital Agents Interactive,India
Elev8 Games,India
Gameloft,India
Ironcode Gaming,India
Lucid Labs,India
Moonglabs,India
Pyrodactyl,India
Quicksand Game Labs,India
Rebel Fiction,India
Riot Games,India
SuperMonkeyFun,India
Supersike,India
2K Vegas,United States
3G Studios,United States
Alkaline Games,United States
Aristocrat Leisure Limited,United States
bZillions,United States
GAME-O-GAMI,United States
GarageGames,United States
JV Games,United States
Konami Gaming,United States
Petroglyph,United States
PLAYSTUDIOS,United States
Private Division,United States
Scientific Games Interactive,United States
SculptrVR,United States
Slipgate Studios,United States
TabTale,United States
Utopos Games,United States
BrainLeap Technologies,United States
Buzztime,United States
Confetti Games,United States
Crytivo Games,United States
Darkpaw Games,United States
Daybreak Game Company,United States
E McNeill,United States
Empty Clip Studios,United States
Experiment 7,United States
Extrokold Games,United States
Free Play Vegas,United States
FTX Games,United States
Happy Dance Games,United States
Happy Dance Games,United States
High Moon Studios (Activision),United States
igda San Diego Chapter,United States
ImPACT Applications,United States
Intrepid Studios,United States
Jam CIty,United States
Kalloc Studios,United States
Machine,United States
Madorium Interactive,United States
Motekforce Link,United States
Multi-Dimensional,United States
Namazu Studios,United States
Nimblebit,United States
Oceanhouse Media,United States
Pixelsaurus Games,United States
Playdek,United States
Pocketwatch Games,United States
Psyonix,United States
Punk Labs,United States
RAGE Technology Group (Rockstar),United States
Redemption Games,United States
Reflexion Health,United States
Rockstar San Diego,United States
Rogue Planet Games,United States
SD Studio (Sony),United States
SGN (Social Gaming Network),United States
SkyReacher,United States
Sony Computer Entertainment San Diego Studio,United States
The Bartlet Jones Supernatural Detective Agency,United States
The Behemoth,United States
Twitchy Thumbs Entertainment,United States
Versus Evil,United States
Visionary Realms,United States
Zynga,United States
2k Czech,Czech Republic
About Fun,Czech Republic
Alda Games,Czech Republic
Amanita Design,Czech Republic
Artax,Czech Republic
Ascendant Studio,Czech Republic
Badfly Interactive,Czech Republic
Bohemia Interactive,Czech Republic
Bohemia Interactive,Czech Republic
Bohemia Interactive,Thailand
Bohemia Interactive,Czech Republic
CBE Software,Czech Republic
Cinemax,Czech Republic
Dreadlocks,Czech Republic
Fineway Studios,Czech Republic
Fiolasoft Studios,Czech Republic
Gamajun Games,Czech Republic
GameDev Area,Czech Republic
Geewa,Czech Republic
GRIP Digital,Czech Republic
Hangar 13,Czech Republic
Hangar 13,Czech Republic
Hangonit,Czech Republic
Hexage,Czech Republic
Keen Software House,Czech Republic
Lusorion Creatives,Czech Republic
MADFINGER Games,Czech Republic
NOXGAMES,Czech Republic
Paperash Studio,Czech Republic
Rake In Grass,Czech Republic
Running Pillow,Czech Republic
SCS Software,Czech Republic
Silicon Jelly,Czech Republic
Starwell Games,Czech Republic
Tinysoft,Czech Republic
Trickster Arts,Czech Republic
Unigine Europe,Czech Republic
Warhorse Studios,Czech Republic
Wube Software,Czech Republic
ActaLogic,Slovenia
Croteam,Croatia
Dawn of Play,Slovenia
Exordium Games,Croatia
Ironward,Croatia
LionGameLion,Croatia
Little Green Men Games,Croatia
Nanobit,Croatia
Outfit7,Slovenia
Pine Studio,Croatia
Tricky Tribe,Slovenia
Zootfly,Slovenia
Brutal Studio,Canada
Citérémis,Canada
GolemLabs,Canada
Amarok Games,Canada
Beenox Studios (Activision),Canada
Berzerk Studio,Canada
Beyond Fun Studio,Canada
Bishop Games,Canada
BKOM Studios,Canada
Cathar Games,Canada
Chainsawesome Games,Canada
Frima Studio,Canada
Gearbox Studio Quebec,Canada
Larian Studios,Canada
Mirum Studio,Canada
Nine Dots Studio,Canada
Parabole,Canada
Sabotage Studio,Canada
Sabotage Studios,Canada
SadSquare Studio,Canada
Sarbakan,Canada
Sweet Bandits Studios,Canada
Totema Studios,Canada
Ubisoft Quebec,Canada
Ubisoft Saguenay,Canada
Andrew Shouldice,Canada
Casual Bit Games,Canada
Handelabra Games,Canada
HB Studios,Canada
Hutch Games,Canada
River Studios,Canada
Silverback Games,Canada
TouchTilt Games,Canada
Ubisoft Halifax,Canada
Gear Worx Productions,Canada
New World Interactive,Canada
Red Iron Labs,Canada
Tri-Coastal Games,Canada
Vivid Helix,Canada
270soft.com,Canada
Blastworks Inc (Gaming Realms),Canada
Blue Wizard Digital,Canada
Caper Games,Canada
Cedar Hill Games,Canada
Cloudhead Games,Canada
Codename Entertainment,Canada
Double Jump,Canada
Fancy Skeleton Games,Canada
Gaslamp Games,Canada
Hololabs,Canada
igda Victoria Chapter,Canada
Inlight Entertainment,Canada
Kano Apps,Canada
KIXEYE Canada,Canada
Metalhead,Canada
One Bit Labs,Canada
RaceRocks,Canada
Red Nexus Games,Canada
Spacewave Software,Canada
Superbrothers,Canada
Tetragram,Canada
Tiny Mob Games,Canada
4A Games,Slovakia
Atomontage,Slovakia
Bitmap Galaxy,Slovakia
Blue Brain Games,Slovakia
Bohemia Interactive,Slovakia
Bongfish,Austria
Broken Rules,Austria
Cauldron,Slovakia
Cliffhanger Productions,Austria
Clockstone Studio,Austria
Crafty Studios Game Development,Austria
Doublequote Studio,Slovakia
Exozet,Austria
Fatbot Games,Slovakia
Games Austria,Austria
Impetus Games,Austria
Inlogic Software,Slovakia
Iron Mountain Interactive,Austria
Koch Media,Austria
Mi'pu'mi Games,Austria
Moon Studios,Austria
Neutraworks,Slovakia
Nine Rock Games (THQ Nordic),Slovakia
Pixel Federation,Slovakia
PLAYnica,Slovakia
Poetic Studio,Slovakia
Powerplay Manager,Slovakia
Purple Lamp,Austria
Rarebyte,Austria
Rarebyte,Austria
REDOX Game Labs,Austria
Slovak Game Developers Association,Slovakia
Sproing,Austria
Stadlbauer Marketing & Vertriebs,Austria
stillalive studios,Austria
SUNFOX Games,Austria
Supertreat (Playtika),Austria
Team Vienna,Austria
THQ Nordic,Austria
THQ Nordic,Austria
We Make Games,Slovakia
Xendex Holding,Austria
Zeppelin Studio,Austria
Lightning Rock,Australia
Panther Games ,Australia
Subversive Games,Australia
Uppercut Games,Australia
VR Bits,Australia
Aristocrat Leisure Limited,Australia
Aristocrat Leisure Limited,Australia
Blizzard Entertainment,Australia
Blowfish Studios,Australia
Blue Manchu,Australia
Broken Arms Games,Australia
Bubble Gum Interactive,Australia
CheckPoint,Australia
EA Sydney (Electronic Arts),Australia
Epiphany Games,Australia
Featherweight Games,Australia
Flat Earth Games,Australia
Flux,Australia
Fortafy Games,Australia
Gameloft,Australia
Gritfish,Australia
Hojo Studio,Australia
igda Sydney Chapter,Australia
Konami Australia,Australia
Mode Games,Australia
Neostream,Australia
Nnooo,Australia
No Moss Studios,Australia
Noodum,Australia
Riot Games,Australia
Sega Australia,Australia
Shadowplay Studios,Australia
SMG Studio,Australia
Stick Sports,Australia
Sweaty Chair,Australia
Take 2 Interactive Australia,Australia
Wargaming CTG Sydney (Bigworld),Australia
Avix Games,Argentina
Bacus Studios,Argentina
Beavl,Argentina
Bits Rule Games,Argentina
Blyts,Argentina
Chimango Games,Argentina
Coffee Powered Machine,Argentina
Etermax,Argentina
Game Ever Studio,Argentina
Gameloft,Argentina
HopFrog,Argentina
igda Argentina Chapter,Argentina
Inca Games,Argentina
Jam City,Argentina
Jupitron,Argentina
LemonChili,Argentina
Matías Schmied,Argentina
NGD Studios,Argentina
Nimble Giant Entertainment,Argentina
Nonsense Arts,Argentina
Okam Studio,Argentina
OneEyeAnt,Argentina
OPQAM,Argentina
QB9,Argentina
Red Katana,Argentina
Sandstorm Interactive,Argentina
Shoor Games ,Argentina
Team Güazú,Argentina
Trick Gaming Studios,Argentina
Wildlife Studios,Argentina
37 Games,China
37 Games,China
6waves,China
Alife Studios,China
Another Indie Studio,China
Bandai Asia,China
Blue Torch Soft,China
Camex Games,China
Dongguan DarkWave Information Technology,China
Fight4Dream,China
Forgame Tech,China
Gameloft,China
GigaMedia,China
Glu Mobile,China
Gorilla Systems Corporation,China
Konami Digital Entertainment,China
Magic Leap,China
Motekforce Link,China
NetEase Games,China
New Era Interactive Software,China
Oasis Games,China
PlayLab,China
PLAYSTUDIOS,China
Riot Games,China
Sandbox VR,China
Shenzhen Funland Technology Company,China
Skyrocket,China
VALOFE Hong Kong,China
Konami Digital Entertainment,Japan
SmileBoom,Japan
17-Bit,Japan
Access Games,Japan
Active Gaming Media,Japan
Capcom,Japan
Comcept,Japan
Dangen Entertainment,Japan
DeNA Osaka,Japan
Desk Works,Japan
Dimps,Japan
Donuts,Japan
Good-Feel,Japan
Happy Elements,Japan
Hit-Point,Japan
Indigo Game Studios (COLOPL),Japan
Intelligent Systems,Japan
IREM Software Engineering,Japan
Jupiter Corporation,Japan
KLab,Japan
KLab,Japan
Monolith Soft,Japan
Nintendo,Japan
Nippon Ichi Software,Japan
Nippon Ichi Software Co,Japan
Now Production,Japan
Platinum Games,Japan
Playism Games,Japan
Q-Games,Japan
Robinson Technologies,Japan
Skeleton Crew Studio,Japan
Skeleton Crew Studio,Japan
Skipmore,Japan
SNK Playmore Corporation,Japan
Spike Chunsoft,Japan
Tose,Japan
Ubisoft,Japan
Vanillaware,Japan
White Owls,Japan
Yukes Co,Japan
Alfa System,Japan
CyberConnect2,Japan
gumi,Japan
KLab,Japan
Level 5,Japan
Level-5,Japan
Beyond Games,South Africa
Celestial Games,South Africa
Gameloft,South Africa
I-Imagine Interactive,South Africa
Nyamakop,South Africa
Rogue Moon Studio,South Africa
The Brotherhood,South Africa
Divisi0n Games,Morocco
Funsoft,Morocco
Moroccan Game Developers,Morocco
Rym Games,Morocco
Atomic Games,United States
BitMonster,United States
Catch and Release,United States
Downpour Interactive,United States
Drastic Games,United States
Elephant Mouse,United States
Epic Games,United States
Funcom NC,United States
Happy Ninja Games,United States
Health Impact Studio,United States
igda North Carolina Triangle Chapter,United States
Imangi Studios,United States
Insomniac Games,United States
Legendary Gameworks,United States
Limited Run Games,United States
Mighty Rabbit Studios,United States
Perfect Square Studios,United States
Personalized Learning Games,United States
Pixeljam,United States
Prologue Games,United States
Puny Human,United States
Red Storm Entertainment (Ubisoft),United States
Saebo,United States
Sanction Studios,United States
Solanimus,United States
Spark Plug Games,United States
Squanch Games,United States
Stack-Up,United States
Virtual Heroes,United States
alchemedium,United States
Bit Bridge,United States
Dream Flight Adventures,United States
Electric Owl Studios,United States
igda Pittsburgh Chapter,United States
ImpactGames (Hybrid Learning Systems),United States
Infinite Fall,United States
Ludoko Studios,United States
Mega Cat Studios,United States
Mojo Games Studios,United States
Retrotainment Games,United States
Schell Games,United States
Simcoach Games,United States
The Glory Society,United States
White Thorn Games,United States
252 Games,United States
AMI Entertainment Network,United States
BioStream Technologies,United States
Burning Sky Games,United States
Cipher Prime Studios,United States
Cleaversoft,United States
Dark Tonic,United States
Dynasty 11 Studios,United States
eGames,United States
Entrepreneurial Game Studio,United States
Final Form Games,United States
FLP Games,United States
Flyclops,United States
Game Gurus,United States
Ghost Crab Games,United States
Gossamer Games,United States
Grimm Bros,United States
igda Philadelphia Chapter,United States
Island Officials,United States
Matrioshka Games,United States
Night Kitchen Interactive,United States
Pharaoh Hound Games,United States
Philly Game Mechanics,United States
PHL Collective,United States
Pinkerton Road Studios,United States
Point Filter Games,United States
Prediction Error Productions,United States
Quadratron Games,United States
Rorshach Puss,United States
Screenwave Media,United States
Skyless Game Studios,United States
Split Side Games,United States
Stoa Games,United States
Virtuleap,United States
Accelerate Games,United States
Ackk Studios,United States
Alliance Games,United States
Ambrosia Software,United States
Amplify Games,United States
Arkadium,United States
Artgig Apps,United States
Atari,United States
Atlas V,United States
Autumn Games,United States
Avalanche Studios,United States
babycastles,United States
Bennett Foddy,United States
Big Top Ballet,United States
BrainPOP,United States
Brass Lion Entertainment,United States
BrokenMyth Studios,United States
Brooklyn Gamery,United States
by Sam Eng,United States
Camanio Care,United States
Ci Games,United States
Class Compete,United States
Cloud M1,United States
Collision Studios,United States
Computer Lunch,United States
Cosmo D Studios,United States
Darkwind Media,United States
Defiant Studios,United States
Digital Continue,United States
DrivenArts,United States
Endless Entertainment,United States
Endless Fluff Games,United States
Experiment 7,United States
Fabraz,United States
Feral Cat Den,United States
First Star Software,United States
Fourth Dimension Games,United States
Framestore VR Studio,United States
FreshPlanet,United States
Friends with Holograms,United States
GameClub,United States
Gameloft,United States
Games For Change (G4C),United States
Glowup Games,United States
Goodnight Games,United States
GSN Games,United States
Herotainment,United States
Hexecutable,United States
High 5 Games,United States
I-Novae Studios,United States
I-play,United States
igda New Jersey Chapter,United States
igda New York City Chapter,United States
Imex Media,United States
Impeller Studios,United States
Iplay,United States
Jenny Jiao Hsia,United States
Julian Glander,United States
Kalypso Media USA,United States
Karina Popp,United States
Katapult Studio,United States
Killer Snails,United States
King.com (Activision),United States
Kognito,United States
KUMA,United States
Labrodex Studios,United States
Last Limb Games,United States
Magic Leap,United States
Matrix Games,United States
MediVRX,United States
Midnight City,United States
Mieron Virtual Reality Neurotherapy,United States
Mokuni Games,United States
Moth+Flame,United States
Muse Games,United States
Mutiny Bros,United States
N-Fusion Interactive,United States
New Inc,United States
New Reality Company,United States
OPTILLUSION,United States
People Can Fly New York,United States
Playdots,United States
Playmatics,United States
Plyfe,United States
Private Division,United States
Razbury Games,United States
Reflect Studios,United States
Riot Games NYC,United States
RLab ,United States
Robit Games,United States
Robotic Potato,United States
Rockstar NYC,United States
S.L. Clark,United States
Saber Interactive,United States
Second Avenue Learning,United States
Shimmy,United States
Simple Machine,United States
Slingo,United States
Small Planet,United States
Speakaboos,United States
Starfall Studios,United States
STRIVR,United States
Studio Wumpus,United States
Superbright,United States
Surreal,United States
Take-Pause,United States
Take2 Interactive Software,United States
Tapinator,United States
TeacherGaming,United States
TeacherGaming,United States
The Sheep's Meow,United States
Thumbspire,United States
Tigertron,United States
Tilt Games,United States
Tilting Point,United States
Tinmoon Studios,United States
Tinybop,United States
Toii,United States
Touch Press,United States
Two Moos,United States
Vectorpark,United States
Vrai Pictures,United States
Wadjet Eye Games,United States
WhaleFood Games,United States
Women in Games International (WIGI) NYC,United States
Workinman Interactive,United States
Zynga New York,United States
1st Playable Productions,United States
Agora Games,United States
Crescent Moon Games,United States
Frame Interactive,United States
Gametheory,United States
igda Albany Chapter,United States
Lake Effect Operations,United States
Omiya Games,United States
RUST LTD,United States
Ska Studios,United States
Sundae Month,United States
Tech Valley Game Space,United States
Velan Studios,United States
Vicarious Visions (Activision),United States
AARP Innovation Labs,United States
AT KidSystems,United States
Batterystaple Games,United States
Benxing Entertainment,United States
Bethesda Softworks (ZeniMax Media),United States
Big Huge Games (Nexon),United States
Bit Kid,United States
Block Interval,United States
BreakAway Games,United States
Brightline Interactive,United States
Bully Entertainment,United States
Citadel Studios,United States
City State Entertainment,United States
D-Cell Games,United States
Dig-It! Games,United States
Dodge Roll Games,United States
Epitasis Games,United States
Exis,United States
Firaxis Games,United States
Floreo,United States
GSN Games,United States
igda Baltimore Chapter,United States
igda DC,United States
Impossible Studios,United States
Intergalactic Education,United States
Janus Research Group,United States
Junub Games,United States
Little Arms Studios,United States
Look On Media,United States
Mindgrub Games,United States
Mohawk Games,United States
National Geographic Games,United States
Oxide Games,United States
Pixelbot Games,United States
Planet3,United States
Pure Bang Games,United States
RightEye,United States
SecretNewCo,United States
Sparkypants Studios,United States
Standup Digital,United States
Starcaster Games,United States
Wargaming Chicago-Baltimore,United States
Wargaming West,United States
Year Seventeen,United States
ZeniMax Media,United States
ZeniMax Online Studios,United States
Zojoi,United States
Eligo Games,Lithuania
Game Insight,Lithuania
Jet Cat Games,Lithuania
Melior Games,Lithuania
Nordcurrent,Lithuania
On5,Lithuania
Pixel Punch,Lithuania
Pixel Punch,Lithuania
SneakyBox,Lithuania
Tag of Joy,Lithuania
tutoTOONs,Lithuania
360 Studios,England
4DX Media,England
Aceviral,England
Acid Nerve,England
Bunny Hug Games,England
Cardboard Sword,England
Casual Arts,England
CCP Newcastle,England
Clever Beans,England
Cloud Imperium Games,England
Coatsink,England
Connect2Media,England
Cosmonaut Studios,England
Cyberdreams,England
Desk Dragons,England
Dino Boss,England
Double Eleven,England
Epic Games UK,England
Eutechnyx,England
Fabrik Games,England
Firesprite,England
Hammerhead VR,England
Hugecalf Games,England
Liverpool Geek Girls,England
Lucid Games,England
Lunar Software,England
Magenta Software,England
Mechabit,England
Merge Games,England
Milky Tea Studios,England
No More Robots,England
No More Robots Games,England
North West Studio,England
Nosebleed Interactive,England
Odd Bug Studio,England
Palringo,England
Parallel Circles,England
Phigames,England
Pocket Money Games,England
Prospect Games,England
Scientific Games Interactive,England
Smashing Ideas,England
SockMonkey Studios,England
Solarem,England
Space Lizard Studio,England
Spiral House,England
Starship,England
Tall Story Studios,England
Tantrumedia,England
Turned On Digital,England
Ubisoft Reflections,England
VoxelStorm,England
vTime,England
Whispering Gibbon,England
White Paper Games,England
Wolf and Wood,England
Wushu Studios,England
Abrakam,Belgium
bazookas,Belgium
blugri,Belgium
Bunnycopter,Belgium
CatLab Interactive,Belgium
Crazy Monkey Studios,Belgium
DAE Studios,Belgium
Drag ON Slide,Belgium
EUROSIS - ETI,Belgium
EXiin,Belgium
FISHEYE VR,Belgium
Fishing Cactus,Belgium
Flemish Games Association (FLEGA),Belgium
GriN Multimedia,Belgium
Happy Volcano,Belgium
Hyperion Entertainment,Belgium
I-Illusions,Belgium
Larian Studios,Belgium
LuGus Studios,Belgium
LuGus Studios,Belgium
Monkube,Belgium
Neopica,Belgium
On a Roll Studio,Belgium
Pajama Llama Games,Belgium
Rusty Bolt,Belgium
Sevenedge,Belgium
Sileni Studios,Belgium
Tale of Tales,Belgium
Terragame Center,Belgium
The Artistocrats,Belgium
Triangle Factory,Belgium
Vetasoft,Belgium
Wee Taps,Belgium
Zeke Virant,Belgium
8D Games,Netherlands
Abstraction Games,Netherlands
Activeworlds Europe,Netherlands
Bearbit,Netherlands
Big Bang Studio,Netherlands
Black Zeppelin Studio,Netherlands
Blizzard Entertainment,Netherlands
Blue Mammoth Games,Netherlands
Bohemia Interactive,Netherlands
Butterfly Works,Netherlands
Charlotte Madelon,Netherlands
Chimpworks,Netherlands
CleVR,Netherlands
Codeglue,Netherlands
Conceptlicious,Netherlands
Convoy Games,Netherlands
Cool Games,Netherlands
Critical Bit,Netherlands
Daum Games Europe,Netherlands
Degoma Games,Netherlands
Digital Dreams,Netherlands
Dutch Game Studio,Netherlands
Dutch Games Association,Netherlands
Engine Software,Netherlands
Excalisoft,Netherlands
Excamedia,Netherlands
fantazm,Netherlands
FBG,Netherlands
Firebrush Studios,Netherlands
Firi Games,Netherlands
Force Field,Netherlands
Fource Labs,Netherlands
GainPlay Studio,Netherlands
GAMEDIA,Netherlands
GameHouse - Eindhoven,Netherlands
GamePoint,Netherlands
Gamious,Netherlands
Gamistry,Netherlands
Gazingi Ineractive,Netherlands
Genesis VR,Netherlands
Good Shephard Entertainment,Netherlands
Good Shepherd Entertainment,Netherlands
Gramble World,Netherlands
Grendel Games,Netherlands
Guerilla Games (Sony),Netherlands
Happitech,Netherlands
haute technique,Netherlands
Headcandy,Netherlands
Hidden Monster Games,Netherlands
HomeBearStudio,Netherlands
Hubbub,Netherlands
Hulan Studio,Netherlands
Iceberg Interactive,Netherlands
Ijsfontein,Netherlands
Indietopia,Netherlands
Interactive Games Entertainment,Netherlands
Jagaco,Netherlands
Jolly Jellyfish Game Studio,Netherlands
Kenney,Netherlands
KeokeN Interactive,Netherlands
Koch Media,Netherlands
Lion Castle Entertainment,Netherlands
Little Chicken Game Company,Netherlands
Ludomotion,Netherlands
Lunagames,Netherlands
M2H,Netherlands
MAD multimedia,Netherlands
Media Monks,Netherlands
Mindscape Northern Europe,Netherlands
Mobytron,Netherlands
Monkey Bizniz,Netherlands
monobanda PLAY,Netherlands
Motekforce Link,Netherlands
My.Games,Netherlands
Ninja VR,Netherlands
Nixxes,Netherlands
Nkidu Games,Netherlands
Omega North Games,Netherlands
Ostrich Banditos,Netherlands
Paladin Studios,Netherlands
Perfect World Europe,Netherlands
Picomy,Netherlands
Pillow's Willow,Netherlands
Polygon Interactive,Netherlands
Ra.nj,Netherlands
Radical Graphics Studio,Netherlands
RageSquid,Netherlands
Reddlock Studios,Netherlands
Resistance Studio,Netherlands
Ronimo Games,Netherlands
Sassybot,Netherlands
Sfinx Games,Netherlands
Sindria World Studio,Netherlands
SOEDESCO,Netherlands
Soedesco Studios,Netherlands
Sokpop Collective,Netherlands
Speelbaars,Netherlands
Spil Games Europe,Netherlands
Springlab,Netherlands
Steely Glint Games,Netherlands
Sticky Studios,Netherlands
Stolen Couch Games,Netherlands
Studio Bleep,Netherlands
Studio05,Netherlands
Talespin,Netherlands
Team Reptile,Netherlands
Team6,Netherlands
Through Games,Netherlands
Tiger and Squid,Netherlands
tinyBuild Games,Netherlands
Toosmart,Netherlands
Triangle Studios,Netherlands
Triumph Studios,Netherlands
TurtleBlaze,Netherlands
Twirlbound,Netherlands
Two Tribes,Netherlands
Ubisoft Blue Mammoth,Netherlands
Vanguard Entertainment,Netherlands
Vertigo Games,Netherlands
Virtual Play,Netherlands
Vlambeer,Netherlands
VSTEP,Netherlands
WeirdBeard Games,Netherlands
Wispfire,Netherlands
Xform Games,Netherlands
3d-io,Germany
505 Games (Digital Bros),Germany
A4VR,Germany
Activision Deutschland,Germany
ad-artists,Germany
Aerosoft,Germany
Aktronic,Germany
Aruba Studios,Germany
b-alive,Germany
Big Fish Games,Luxembourg
Bigben Interactive,Germany
bitComposer Interactive,Germany
Black Forest Games (THQ Nordic),Germany
Black Pants Game Studio,Germany
Bright Future,Germany
Capcom Europe,Germany
Causa Creations,Germany
Chasing Carrots,Germany
Ci Games,Germany
CipSoft,Germany
CloudGears,Germany
Coconut Island Studio,Germany
Crytek,Germany
CUREosity,Germany
Deck 13 Interactive,Germany
Deck13 Interactive,Germany
Dressed Monkeys,Germany
Dustflake,Germany
EA Cologne (Electronic Arts),Germany
EA Sports (Electronic Arts),Germany
Egosoft,Germany
Eku Interactive,Germany
Emergo Entertainment,Germany
Envision Entertainment,Germany
Factor 5,Germany
Fancy Bytes,Germany
Flaregames,Germany
Flying Sheep Studios,Germany
Foundry 42,Germany
Gaijin Network,Germany
Gamebau,Germany
GameForge,Germany
Gametology,Germany
Gaming Minds Studios,Germany
Gentle Troll,Germany
Gentlymad,Germany
Hammer Labs,Germany
HandyGames,Germany
Headup Games,Germany
Hellforge Games,Germany
Heureka Klett,Germany
Independent Arts,Germany
INSANEsoft,Germany
Isoftbet,Luxembourg
Janeious,Germany
Jumpsuit Entertainment,Germany
KAIKO,Germany
Kalypso Media,Germany
kamibox,Germany
Keen Games,Germany
Kinmoku,Germany
Kritzelkratz 3000,Germany
Lilith,Germany
Limbic Entertainment,Germany
Mad Data,Germany
metricminds,Germany
Microsoft GmbH,Germany
Mindscape Germany,Germany
Moonbyte Games,Germany
MOVR,Germany
MOVR,Germany
Nekki,Germany
Nexon Europe,Luxembourg
Niels Bauer Games,Germany
Nurogames,Germany
OFM Studios,Germany
Outline Development,Germany
Phenomedia Publishing,Germany
Pluto 13 (PIRANHA BYTES),Germany
Radical Fish Games,Germany
Refractive Studios,Germany
Retrific,Germany
Roka Publish,Germany
rondomedia,Germany
RTL Enterprises,Germany
Sega Gesellschaft für Videospiele mbH,Germany
Shin'en,Germany
Silent Dreams,Germany
SilentFuture,Germany
Slow Bros,Germany
smuttlewerk interactive,Germany
Snowstep Development,Germany
Sony Computer Entertainment,Germany
Spellbound Studios,Germany
SPREE Interactive,Germany
Studio Fizbin,Germany
Studio Inkyfox,Germany
Take 2 Interactive,Germany
The Good Evil,Germany
The Lordz Game Studio,Luxembourg
Third Shift Studios,Germany
TimeLeapVR,Germany
Topos Verlag,Germany
TopWare Interactive,Germany
Ubisoft,Germany
Ubisoft Blue Byte,Germany
Ubisoft Blue Byte,Germany
Upjers,Germany
Z-Software,Germany
Zynga Germany,Germany
Bad Monkee,Germany
Barrel Roll Games,Germany
Barrell Roll Games,Germany
BeamNG,Germany
Bigpoint,Germany
Bytro Labs,Germany
Caipirinha Games,Germany
Caipirinha Mobile,Germany
Creature Factory,Germany
Daedalic Entertainment,Germany
Deck 13 Interactive,Germany
Deep Silver FISHLABS,Germany
dtp entertainment,Germany
exDream entertainment,Germany
Flashpoint AG,Germany
gamecity:Hamburg,Germany
Gamigo,Germany
GIANTS Software,Germany
GoodGame Studios,Germany
Green Pepper,Germany
Hexagon Game Labs,Germany
iLogos,Germany
Impiresoft,Germany
InnoGames,Germany
INTENIUM,Germany
Kalypso Media Mobile,Germany
KING Art König & Theysen,Germany
krassGames,Germany
LITE Games,Germany
MBL Development,Germany
Mobile Bits,Germany
Mooneye Studios,Germany
Northworks Software,Germany
Novitas Vertriebs,Germany
Oetinger Verlag,Germany
Overhype Studios,Germany
Pixelpizza,Germany
Playa Games,Germany
Pop Rocket Games,Germany
Radiation Blue,Germany
Reakktor,Germany
Robotality,Germany
Rockfish Games,Germany
Rose Engine,Germany
Soulpix,Germany
Splitscreen Studios,Germany
Supyrb,Germany
Sviper Games,Germany
Tivola Publishing,Germany
Voony Games,Germany
XYRALITY,Germany
37 Games,China
Archiact Interactive,China
Blizzard Entertainment,China
Camex Games,China
CCP Shanghai,China
Cloudcade,China
