Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
ittasteslikefeet/0.00034325924654595385,rainbowmotif/0.0009861392647783926,creativeclosingcredits/0.0006269408226639107,puppeteerparasite/0.0007392033662184062,notusingthezword/0.0007323523428493931,continueyourmissiondammit/0.0008832129856179507,reassignmentbackfire/0.000997307270370001
cheerfulchild/0.00034325924654595385,tobeamaster/0.0009861392647783926,itsshortsoitsucks/0.0006269408226639107,mookdebutcutscene/0.0007392033662184062,convenientlyanorphan/0.0007187902624262561,creatorcameo/0.0008832129856179507,taekwondoor/0.000997307270370001
maddoctor/0.00034325924654595385,voiceforthevoiceless/0.0009861392647783926,productionforeshadowing/0.0006269408226639107,teleporteraccident/0.0007392033662184062,videogamegenres/0.0007187902624262561,incendiaryexponent/0.0008832129856179507,bottomlessfueltanks/0.000997307270370001
macrogame/0.00034325924654595385,afterlifeexpress/0.0009861392647783926,ambiguouslybrown/0.0006269408226639107,ratstomp/0.0007392033662184062,hewasrightthereallalong/0.0007187902624262561,sillinessswitch/0.0008832129856179507,unintentionalperiodpiece/0.000997307270370001
screwthemoneyihaverules/0.00034325924654595385,blackbeadeyes/0.0009313537500684819,postendgamecontent/0.0006269408226639107,raisingthesteaks/0.0007392033662184062,nodamagerun/0.0007187902624262561,mercykill/0.0008832129856179507,powcamp/0.000997307270370001
technicoloreyes/0.00034325924654595385,roguesgallerytransplant/0.0009313537500684819,purpleispowerful/0.0006171448723097871,hackingminigame/0.0007392033662184062,yoursizemayvary/0.0007187902624262561,alaspoorvillain/0.0008832129856179507,thestoolpigeon/0.000997307270370001
somethingelsealsorises/0.00034325924654595385,arbitraryequipmentrestriction/0.0009313537500684819,ishalltauntyou/0.0006171448723097871,bannedinchina/0.0007392033662184062,fanwebcomics/0.0007187902624262561,unwittingpawn/0.0008832129856179507,doppelganger/0.000997307270370001
toomuchinformation/0.00034325924654595385,offeredthecrown/0.0009313537500684819,chargeattack/0.0006171448723097871,awesomepersonnelcarrier/0.0007392033662184062,aprilfoolsday/0.0007187902624262561,mygodwhathaveidone/0.0008712776750014919,spaghettiwestern/0.000997307270370001
intelligibleunintelligible/0.00034325924654595385,thekeyisbehindthelock/0.0009313537500684819,asteroidsmonster/0.0006171448723097871,eviliseasy/0.0007392033662184062,kamehamehadoken/0.0007187902624262561,hammerspace/0.0008712776750014919,thekirk/0.000997307270370001
wrenchwhack/0.00034325924654595385,voicesaremental/0.0009313537500684819,doppelgangerspin/0.0006171448723097871,blackdudediesfirst/0.0007392033662184062,functionalmagic/0.0007187902624262561,goodbadbugs/0.0008712776750014919,selfplagiarism/0.000997307270370001
highclassglass/0.00034325924654595385,heartsarehealth/0.0009313537500684819,neverfoundthebody/0.0006171448723097871,moralguardians/0.0007392033662184062,experiencepoints/0.0007187902624262561,loopholeabuse/0.0008712776750014919,mysteriouswatcher/0.0008975765433330009
bluntyes/0.00034325924654595385,theruntattheend/0.0009313537500684819,regionalbonus/0.0006171448723097871,noperipheralvision/0.0007392033662184062,plotcouponthatdoessomething/0.0007187902624262561,fandisservice/0.0008593423643850331,knighttemplarparent/0.0008975765433330009
alternateself/0.00034325924654595385,fantasypantheon/0.0009313537500684819,youshouldntknowthisalready/0.0006171448723097871,vaderbreath/0.0007392033662184062,platformgame/0.0007187902624262561,poorcommunicationkills/0.0008593423643850331,selectiveenforcement/0.0008975765433330009
aliceallusion/0.00034325924654595385,foulflower/0.0009313537500684819,allyourpowerscombined/0.0006073489219556636,scifiwritershavenosenseofscale/0.0007392033662184062,onlysixfaces/0.0007187902624262561,ambiguoussituation/0.0008593423643850331,condemnedbyhistory/0.0008975765433330009
genderneutralwriting/0.00034325924654595385,splitpersonalitymerge/0.0009313537500684819,clippedwingangel/0.0006073489219556636,sicklygreenglow/0.0007392033662184062,invincibilitypowerup/0.0007187902624262561,featurelessprotagonist/0.0008593423643850331,unusualweaponmounting/0.0008975765433330009
worldofsnark/0.00034325924654595385,elementalrivalry/0.0009313537500684819,takeovertheworld/0.0006073489219556636,grenadespam/0.0007392033662184062,achievementsystem/0.0007187902624262561,jumpscare/0.0008593423643850331,artisticlicense/0.0008975765433330009
lovablesexmaniac/0.00034325924654595385,poisonisevil/0.0009313537500684819,theunreveal/0.0006073489219556636,machetemayhem/0.0007392033662184062,lightemup/0.0007187902624262561,battleintherain/0.0008593423643850331,chubbychaser/0.0008975765433330009
villainepisode/0.00034325924654595385,reallyroyaltyreveal/0.0009313537500684819,nosidepathsnoexplorationnofreedom/0.0006073489219556636,conspiracytheorist/0.0007392033662184062,charlesatlassuperpower/0.0007187902624262561,darthvaderclone/0.0008593423643850331,cantgetawaywithnothing/0.0008975765433330009
whatdididolastnight/0.00034325924654595385,unacceptabletargets/0.0009313537500684819,improbableage/0.0006073489219556636,hellholeprison/0.0007392033662184062,badassadorable/0.0007187902624262561,bigbadensemble/0.0008593423643850331,noplaceforawarrior/0.0008975765433330009
thenothingafterdeath/0.00034325924654595385,thestationsofthecanon/0.0009313537500684819,medievalstasis/0.0006073489219556636,incrediblydurableenemies/0.0007392033662184062,schrodingersplayercharacter/0.0007052281820031193,posthumouscharacter/0.0008593423643850331,bigbeautifulman/0.0008975765433330009
friendintheblackmarket/0.00034325924654595385,adaptationallateappearance/0.0009313537500684819,gracefulloser/0.0006073489219556636,killstreak/0.0007392033662184062,droughtlevelofdoom/0.0007052281820031193,surprisinglyimprovedsequel/0.0008593423643850331,weirdnessmagnet/0.0008975765433330009
casanovawannabe/0.00034325924654595385,simonsaysminigame/0.0009313537500684819,justhereforgodzilla/0.0006073489219556636,everybulletisatracer/0.0007392033662184062,theworldisjustawesome/0.0007052281820031193,developmentgag/0.0008593423643850331,notwhatitlookslike/0.0008975765433330009
passthepopcorn/0.00034325924654595385,broughttoyoubytheletters/0.0009313537500684819,bootstrappedleitmotif/0.0006073489219556636,noscope/0.0007392033662184062,antepiece/0.0007052281820031193,impaledwithextremeprejudice/0.0008593423643850331,futurespandex/0.0008975765433330009
beethovenwasanalienspy/0.00034325924654595385,writtensoundeffect/0.0009313537500684819,earthshatteringkaboom/0.0005975529716015399,iconiclogo/0.0007107724675176982,quirkyminibosssquad/0.0007052281820031193,deathofathousandcuts/0.0008593423643850331,adventuresincomaland/0.0008975765433330009
pokethepoodle/0.00034325924654595385,gravityisaharshmistress/0.0009313537500684819,theycopieditsoitsucks/0.0005975529716015399,starfishlanguage/0.0007107724675176982,givemeyourinventoryitem/0.0007052281820031193,omnicidalmaniac/0.0008593423643850331,wealthyyachtowner/0.0008975765433330009
angryguarddog/0.00034325924654595385,sphereofpower/0.0009313537500684819,onehandedzweihander/0.0005975529716015399,brainsandbrawn/0.0007107724675176982,verbaltic/0.0007052281820031193,invokedtrope/0.0008474070537685743,popthetires/0.0008975765433330009
bizarroepisode/0.00032609628421865615,theshadowknows/0.0009313537500684819,luckilymyshieldwillprotectme/0.0005975529716015399,selectivecondemnation/0.0007107724675176982,spacecompression/0.0007052281820031193,finalbattle/0.0008474070537685743,dowithhimasyouwill/0.0008975765433330009
theoneguy/0.00032609628421865615,unendingendcard/0.0009313537500684819,evilplan/0.0005975529716015399,brandx/0.0007107724675176982,actionadventure/0.0007052281820031193,charactercustomisation/0.0008474070537685743,fantasyconflictcounterpart/0.0008975765433330009
allmenareperverts/0.00032609628421865615,attackofthekillerwhatever/0.0009313537500684819,highaltitudebattle/0.0005975529716015399,immelting/0.0007107724675176982,alltheworldsareastage/0.0007052281820031193,smugsnake/0.0008474070537685743,lookbothways/0.0008975765433330009
squarecubelaw/0.00032609628421865615,ingamebankingservices/0.0009313537500684819,fanservicepack/0.0005975529716015399,zombiegait/0.0007107724675176982,geoeffects/0.0007052281820031193,acceptablebreaksfromreality/0.0008474070537685743,sexypackaging/0.0008975765433330009
hightechhexagons/0.00032609628421865615,bubblegun/0.0009313537500684819,voluntaryshapeshifting/0.0005975529716015399,startrekmoviecurse/0.0007107724675176982,hitandruntactics/0.0007052281820031193,bribingyourwaytovictory/0.0008474070537685743,winterwarfare/0.0008975765433330009
mundanesolution/0.00032609628421865615,starshapedcoupon/0.0009313537500684819,nearvillainvictory/0.0005975529716015399,reliablyunreliableguns/0.0007107724675176982,quicksandbox/0.0007052281820031193,gunsakimbo/0.0008474070537685743,atragedyofimpulsiveness/0.0008975765433330009
hercodenamewasmarysue/0.00032609628421865615,regionalredecoration/0.0009313537500684819,disconnectedsidearea/0.0005975529716015399,ascendedfanfic/0.0007107724675176982,timetravel/0.0007052281820031193,ninjapiratezombierobot/0.0008354717431521155,tanksbutnotanks/0.0008975765433330009
gamingwebcomics/0.00032609628421865615,masochistsmeal/0.0009313537500684819,blackknight/0.0005975529716015399,macgyvering/0.0007107724675176982,advancingbossofdoom/0.0007052281820031193,cripplingoverspecialization/0.0008354717431521155,actionbasedmission/0.0008975765433330009
hastwomommies/0.00032609628421865615,herald/0.0009313537500684819,thecorruption/0.0005975529716015399,overheating/0.0007107724675176982,allinarow/0.0007052281820031193,saymyname/0.0008354717431521155,hasatype/0.0008975765433330009
couldsayitbut/0.00032609628421865615,significantanagram/0.0009313537500684819,expansionpackworld/0.0005975529716015399,newweapontargetrange/0.0007107724675176982,herdhittingattack/0.0007052281820031193,nothingisscarier/0.0008354717431521155,throwingoffthedisability/0.0008975765433330009
catfight/0.00032609628421865615,sadlymythcharacterized/0.0009313537500684819,elevatoractionsequence/0.0005877570212474163,backalleydoctor/0.0007107724675176982,dugtoodeep/0.0006916661015799823,dressingastheenemy/0.0008354717431521155,thekillerinme/0.0008975765433330009
outsidegenrefoe/0.00032609628421865615,smoochofvictory/0.0009313537500684819,prefinalboss/0.0005877570212474163,evilisvisceral/0.0007107724675176982,changingclothesisafreeaction/0.0006916661015799823,crateexpectations/0.0008354717431521155,thebully/0.0008975765433330009
knowledgebroker/0.00032609628421865615,royaltysuperpower/0.0009313537500684819,bladebelowtheshoulder/0.0005877570212474163,doommagnet/0.0007107724675176982,evilknockoff/0.0006916661015799823,idiotball/0.0008354717431521155,wheniwasyourage/0.0008975765433330009
faustianrebellion/0.00032609628421865615,absentmindedprofessor/0.0009313537500684819,lonelypianopiece/0.0005877570212474163,somuchforstealth/0.0007107724675176982,epicflail/0.0006916661015799823,anachronismstew/0.0008354717431521155,villainesseswantheroes/0.0008975765433330009
samecharacterbutdifferent/0.00032609628421865615,cheshirecatgrin/0.0009313537500684819,mercymode/0.0005877570212474163,autodoc/0.0007107724675176982,comebackmechanic/0.0006916661015799823,permadeath/0.0008354717431521155,gasp/0.0008975765433330009
bestfriend/0.00032609628421865615,portaltothepast/0.0008765682353585712,callahitpointasmeerp/0.0005877570212474163,videogamesetpiece/0.0007107724675176982,attackattackattack/0.0006916661015799823,combatandsupport/0.0008354717431521155,impersonationexclusivecharacter/0.0008975765433330009
damnedbyfaintpraise/0.00032609628421865615,unnaturallyloopinglocation/0.0008765682353585712,bosscorridor/0.0005877570212474163,muzzleflashlight/0.0007107724675176982,assistcharacter/0.0006916661015799823,tankgoodness/0.0008354717431521155,bananarepublic/0.0008975765433330009
postmodernmagik/0.00032609628421865615,givingsomeonethepointerfinger/0.0008765682353585712,instantdeathradius/0.0005877570212474163,instantsedation/0.0007107724675176982,macguffindeliveryservice/0.0006916661015799823,hypocrite/0.0008354717431521155,nothelpingyourcase/0.0008975765433330009
honoraryuncle/0.00032609628421865615,cumulonemesis/0.0008765682353585712,shieldbearingmook/0.0005877570212474163,themillstone/0.0007107724675176982,twentyfourhourarmor/0.0006916661015799823,fridgelogic/0.0008235364325356567,artisticlicensegunsafety/0.0008975765433330009
hisnamereallyisbarkeep/0.00032609628421865615,betterthanabarebulb/0.0008765682353585712,thepaladin/0.0005877570212474163,thesyndicate/0.0007107724675176982,timemaster/0.0006781040211568455,doublesubversion/0.0008235364325356567,thecon/0.0008975765433330009
dimensionaltraveler/0.00032609628421865615,vsign/0.0008765682353585712,crystaldragonjesus/0.0005877570212474163,bigdamnfireexit/0.0007107724675176982,pirate/0.0006781040211568455,unusuallyuninterestingsight/0.0008235364325356567,homageshot/0.0008975765433330009
selfservingmemory/0.00032609628421865615,classchangelevelreset/0.0008765682353585712,recycledsoundtrack/0.0005877570212474163,dronedeployer/0.0007107724675176982,fantranslation/0.0006781040211568455,duelingplayercharacters/0.0008235364325356567,smokingisnotcool/0.0008975765433330009
naivenewcomer/0.00032609628421865615,maskofpower/0.0008765682353585712,impossiblycoolweapon/0.0005877570212474163,auravision/0.0007107724675176982,historyrepeats/0.0006781040211568455,ironicecho/0.0008235364325356567,grewaspine/0.0008975765433330009
everyoneisjesusinpurgatory/0.00032609628421865615,armsandarmorthemenaming/0.0008765682353585712,laterinstallmentweirdness/0.0005877570212474163,themeninblack/0.0007107724675176982,menutimelockout/0.0006781040211568455,cloudcuckoolander/0.0008235364325356567,moodmotif/0.0008975765433330009
goodpeoplehavegoodsex/0.00032609628421865615,artattacker/0.0008765682353585712,soundtest/0.0005779610708932927,dramaticguncock/0.0007107724675176982,thechick/0.0006781040211568455,rpgelements/0.0008235364325356567,signingoffcatchphrase/0.0008975765433330009
symbolswearing/0.00032609628421865615,adaptationrelationshipoverhaul/0.0008765682353585712,monstercompendium/0.0005779610708932927,gunsinchurch/0.0006823415688169903,harmlessfreezing/0.0006781040211568455,groinattack/0.0008235364325356567,tyrannicide/0.0008975765433330009
villainswantmercy/0.00032609628421865615,elementalhaircolors/0.0008765682353585712,bubblegloopswamp/0.0005779610708932927,militariesareuseless/0.0006823415688169903,lizardfolk/0.0006781040211568455,smashmook/0.0008235364325356567,wasntthatfun/0.0008975765433330009
ambiguoustimeperiod/0.00032609628421865615,ambiguouslyrelated/0.0008765682353585712,decompositecharacter/0.0005779610708932927,shellshockedveteran/0.0006823415688169903,smashingsurvival/0.0006781040211568455,schizophrenicdifficulty/0.0008235364325356567,moodlighting/0.0008975765433330009
bellymouth/0.00030893332189135846,watergeyservolley/0.0008765682353585712,powerupfood/0.0005779610708932927,uselessusefulnoncombatabilities/0.0006823415688169903,stoppokingme/0.0006781040211568455,memeticmutation/0.0008235364325356567,aglassinthehand/0.0008975765433330009
villainousbsod/0.00030893332189135846,soundstone/0.0008765682353585712,suddenlyspeaking/0.0005779610708932927,hazmatsuit/0.0006823415688169903,myspeciesdothprotesttoomuch/0.0006781040211568455,apocalypticlog/0.0008235364325356567,commienazis/0.0008975765433330009
villainousharlequin/0.00030893332189135846,unsoundeffect/0.0008765682353585712,metatwist/0.0005779610708932927,superweaponsurprise/0.0006823415688169903,moneymultiplier/0.0006781040211568455,thebadguywins/0.0008235364325356567,hollywoodold/0.0008975765433330009
huntingthemostdangerousgame/0.00030893332189135846,superswimmingskills/0.0008765682353585712,youwillnotevademe/0.0005779610708932927,whoforgotthelights/0.0006823415688169903,canonidentifier/0.0006781040211568455,notsodifferentremark/0.000811601121919198,thecapitalofbrazilisbuenosaires/0.0008975765433330009
namestotrustimmediately/0.00030893332189135846,secretart/0.0008765682353585712,collapsinglair/0.0005779610708932927,zombiepukeattack/0.0006823415688169903,gunandsword/0.0006781040211568455,antihero/0.000811601121919198,easysexchange/0.0008975765433330009
askastupidquestion/0.00030893332189135846,niceshoes/0.0008765682353585712,tokenminimoe/0.0005681651205391691,plasmacannon/0.0006823415688169903,beatemup/0.0006781040211568455,superdrowningskills/0.000811601121919198,stepfordsuburbia/0.0008975765433330009
foeyayshipping/0.00030893332189135846,ninetieshair/0.0008765682353585712,statuesquestunner/0.0005681651205391691,empathydollshot/0.0006823415688169903,morepopularspinoff/0.0006781040211568455,seriousbusiness/0.000811601121919198,youwouldntshootme/0.0008975765433330009
metaphorgotten/0.00030893332189135846,portalpicture/0.0008765682353585712,chewingthescenery/0.0005681651205391691,nonentitygeneral/0.0006823415688169903,elitetweak/0.0006781040211568455,captainobvious/0.000811601121919198,counterfeitcash/0.0008975765433330009
beingevilsucks/0.00030893332189135846,thepinismightierthanthesword/0.0008765682353585712,fashionableasymmetry/0.0005681651205391691,terraform/0.0006823415688169903,everythingsbetterwithmonkeys/0.0006781040211568455,obviousrulepatch/0.000811601121919198,changedmymindkid/0.0008975765433330009
whatdoesthisbuttondo/0.00030893332189135846,seeksanothersresurrection/0.0008765682353585712,finalexamboss/0.0005681651205391691,removingtheheadordestroyingthebrain/0.0006823415688169903,geniusloci/0.0006781040211568455,respawningenemies/0.000811601121919198,onlytheauthorcansavethemnow/0.0008975765433330009
pretenderdiss/0.00030893332189135846,tomboyprincess/0.0008765682353585712,cashgate/0.0005681651205391691,supervillainlair/0.0006823415688169903,playertic/0.0006781040211568455,blackcomedy/0.000811601121919198,drosteimage/0.0008975765433330009
theantinihilist/0.00030893332189135846,violencereallyistheanswer/0.0008765682353585712,humanpopsicle/0.0005681651205391691,grewbeyondtheirprogramming/0.0006823415688169903,pillaroflight/0.0006645419407337085,whenallyouhaveisahammer/0.000811601121919198,chevaliervsrogue/0.0008975765433330009
implausibledeniability/0.00030893332189135846,princessesrule/0.0008765682353585712,flagshipfranchise/0.0005681651205391691,redalert/0.0006823415688169903,balancebuff/0.0006645419407337085,schrodingersgun/0.000811601121919198,authorssavingthrow/0.0008975765433330009
honeytrap/0.00030893332189135846,royalbastard/0.0008765682353585712,minigamezone/0.0005681651205391691,sniperscopesway/0.0006823415688169903,weirdmoon/0.0006645419407337085,elaborateundergroundbase/0.0007996658113027392,webgames/0.0008975765433330009
lamarckwasright/0.00030893332189135846,amazingtechnicolorwildlife/0.0008765682353585712,impliedloveinterest/0.0005681651205391691,olderisbetter/0.0006823415688169903,airoulette/0.0006645419407337085,voodooshark/0.0007996658113027392,suspiciousspending/0.0008975765433330009
expressivehealthbar/0.00030893332189135846,childrenvoicingchildren/0.0008765682353585712,goldfishpoopgang/0.0005681651205391691,newstravelsfast/0.0006823415688169903,stuckitems/0.0006645419407337085,diabolusexmachina/0.0007996658113027392,rightthroughthewall/0.0008975765433330009
professorguineapig/0.00030893332189135846,redgreencontrast/0.0008765682353585712,experiencedprotagonist/0.0005583691701850455,shootinggallery/0.0006823415688169903,fantasticnuke/0.0006645419407337085,chronicherosyndrome/0.0007996658113027392,stoporiwillshoot/0.0008975765433330009
softspokensadist/0.00030893332189135846,worldsmostbeautifulwoman/0.0008765682353585712,goodoldfisticuffs/0.0005583691701850455,ahandfulforaneye/0.0006823415688169903,killerrabbit/0.0006645419407337085,laughablyevil/0.0007996658113027392,whitegangbangers/0.0008975765433330009
coololdlady/0.00030893332189135846,farmboy/0.0008217827206486605,shipsthatpassinthenight/0.0005583691701850455,thecitynarrows/0.0006823415688169903,stationaryboss/0.0006645419407337085,homage/0.0007996658113027392,herostolemybike/0.0008975765433330009
omniglot/0.00030893332189135846,cannottalktowomen/0.0008217827206486605,beatthemattheirowngame/0.0005583691701850455,immersivesim/0.0006823415688169903,overratedandunderleveled/0.0006645419407337085,stealthsequel/0.0007996658113027392,arrestedforheroism/0.0007978458162960008
transhumantreachery/0.00030893332189135846,eventdrivenclock/0.0008217827206486605,supermoveportraitattack/0.0005583691701850455,postprocessingvideoeffects/0.0006823415688169903,aninteriordesignerisyou/0.0006645419407337085,punchclockvillain/0.0007877305006862804,punkinthetrunk/0.0007978458162960008
neverlearnedtoread/0.00030893332189135846,sizablesnowflakes/0.0008217827206486605,worldofham/0.0005583691701850455,thevoice/0.0006823415688169903,solocharacterrun/0.0006645419407337085,fortheevulz/0.0007877305006862804,badcopincompetentcop/0.0007978458162960008
leanandmean/0.00030893332189135846,baddieflattery/0.0008217827206486605,battleaura/0.0005583691701850455,colorwash/0.0006823415688169903,metroidvania/0.0006645419407337085,crossover/0.0007877305006862804,lipsticklesbian/0.0007978458162960008
buthesoundshandsome/0.00030893332189135846,pointlessbandaid/0.0008217827206486605,thebeastmaster/0.0005583691701850455,aliensspeakingenglish/0.0006823415688169903,cosmickeystone/0.0006645419407337085,onestevelimit/0.0007877305006862804,rewritingreality/0.0007978458162960008
identicaltwinidtag/0.00030893332189135846,darknessvongothickname/0.0008217827206486605,canonimmigrant/0.0005583691701850455,facialhorror/0.0006823415688169903,callasmeerparabbit/0.0006645419407337085,plotarmor/0.0007877305006862804,thequeenpin/0.0007978458162960008
lootbox/0.00030893332189135846,asleepfordays/0.0008217827206486605,realtimeweaponchange/0.0005583691701850455,morecriminalsthantargets/0.0006823415688169903,sidelinedprotagonistcrossover/0.0006645419407337085,artifacttitle/0.0007877305006862804,riceburner/0.0007978458162960008
firewaterjuxtaposition/0.00030893332189135846,mirroruniverse/0.0008217827206486605,somedexterityrequired/0.0005485732198309219,roofhopping/0.0006823415688169903,colossusclimb/0.0006645419407337085,hugeguytinygirl/0.0007877305006862804,trappedbehindenemylines/0.0007978458162960008
chekhovsgag/0.00030893332189135846,accessorywearingcartoonanimal/0.0008217827206486605,chaoticevil/0.0005485732198309219,montyhaul/0.0006539106701162824,fightwoosh/0.0006645419407337085,manipulativebastard/0.0007877305006862804,privateeyemonologue/0.0007978458162960008
headpet/0.00030893332189135846,livingmemory/0.0008217827206486605,superprototype/0.0005485732198309219,crueltwistending/0.0006539106701162824,moneysink/0.0006645419407337085,alternateuniverse/0.0007877305006862804,celebrityparadox/0.0007978458162960008
accidentalmurder/0.00030893332189135846,metagal/0.0008217827206486605,painfullyslowprojectile/0.0005485732198309219,thrownouttheairlock/0.0006539106701162824,corridorcubbyholerun/0.0006645419407337085,hopespot/0.0007877305006862804,latexperfection/0.0007978458162960008
promotionalpowerlesspieceofgarbage/0.00030893332189135846,damselscrappy/0.0008217827206486605,worldofbadass/0.0005485732198309219,pipepain/0.0006539106701162824,aftercombatrecovery/0.0006645419407337085,shapedlikeitself/0.0007877305006862804,doublestandardabusefemaleonmale/0.0007978458162960008
realitybreakingparadox/0.00030893332189135846,mentorship/0.0008217827206486605,badassarmy/0.0005485732198309219,invisibilityflicker/0.0006539106701162824,iaijutsupractitioner/0.0006645419407337085,badassindistress/0.0007877305006862804,tonightsomeonedies/0.0007978458162960008
hulkingout/0.00030893332189135846,extraoredinary/0.0008217827206486605,rapunzelhair/0.0005485732198309219,intoxicationmechanic/0.0006539106701162824,balefulpolymorph/0.0006645419407337085,productplacement/0.0007757951900698216,thecartel/0.0007978458162960008
pinocchiosyndrome/0.00030893332189135846,heavysleeper/0.0008217827206486605,troperworks/0.0005485732198309219,superwindowjump/0.0006539106701162824,healthdamageasymmetry/0.0006645419407337085,laserguidedkarma/0.0007757951900698216,misplacedaccent/0.0007978458162960008
mixandmatch/0.00030893332189135846,inmylanguagethatsoundslike/0.0008217827206486605,slidingscaleofantivillains/0.0005485732198309219,thesiege/0.0006539106701162824,portmanteauseriesnickname/0.0006509798603105717,visualpun/0.0007757951900698216,thebackwardsr/0.0007978458162960008
thenoseknows/0.00030893332189135846,bugcatching/0.0008217827206486605,scarfofasskicking/0.0005485732198309219,instantdeathbullet/0.0006539106701162824,gamefavoredgender/0.0006509798603105717,villainprotagonist/0.0007757951900698216,tarottroubles/0.0007978458162960008
earworm/0.00030893332189135846,villainousbadlandheroicarcadia/0.0008217827206486605,abilityrequiredtoproceed/0.0005485732198309219,ancientastronauts/0.0006539106701162824,easingintotheadventure/0.0006509798603105717,assholevictim/0.0007757951900698216,tonguetied/0.0007978458162960008
ediblebludgeon/0.00030893332189135846,negativecontinuity/0.0008217827206486605,asskickingequalsauthority/0.0005485732198309219,distresscall/0.0006539106701162824,colbertbump/0.0006509798603105717,itmakessenseincontext/0.0007757951900698216,paradiegeticgameplay/0.0007978458162960008
ragstoriches/0.00030893332189135846,heirclubformen/0.0008217827206486605,ambiguouslyhuman/0.0005485732198309219,diabolicalmastermind/0.0006539106701162824,partyinmypocket/0.0006509798603105717,supportingprotagonist/0.0007757951900698216,thefamilythatslaystogether/0.0007978458162960008
magicalnativeamerican/0.00030893332189135846,princessprotagonist/0.0008217827206486605,wutai/0.0005485732198309219,accentuatethenegative/0.0006539106701162824,unexpectedshmuplevel/0.0006509798603105717,invisiblewall/0.0007757951900698216,fauxrrari/0.0007978458162960008
powerwalk/0.00030893332189135846,weredragon/0.0008217827206486605,storybranchfavoritism/0.0005485732198309219,horrorhunger/0.0006539106701162824,youcantfightfate/0.0006509798603105717,obviouslyevil/0.0007757951900698216,selectivehistoricalarmoury/0.0007978458162960008
lonelyatthetop/0.00030893332189135846,harpoffemininity/0.0008217827206486605,falseflagoperation/0.0005485732198309219,sickeningcrunch/0.0006539106701162824,evilversusoblivion/0.0006509798603105717,cutscene/0.0007638598794533628,ashimself/0.0007978458162960008
mysteriouspast/0.00030893332189135846,topgod/0.0008217827206486605,myfriendsandzoidberg/0.0005485732198309219,crouchandprone/0.0006539106701162824,prolongedvideogamesequel/0.0006509798603105717,bashbrothers/0.0007638598794533628,nosuchagency/0.0007978458162960008
butterface/0.00030893332189135846,hypnotizethecaptive/0.0008217827206486605,bizarrchitecture/0.0005485732198309219,sightedgunsarelowtech/0.0006539106701162824,practicaltaunt/0.0006509798603105717,actionprologue/0.0007638598794533628,littleblackdress/0.0007978458162960008
idiosyncraticepisodenaming/0.00030893332189135846,shallirepeatthat/0.0008217827206486605,trueneutral/0.0005387772694767982,instantaijustaddwater/0.0006539106701162824,invincibleminorminion/0.0006509798603105717,batmangambit/0.0007638598794533628,spoiler/0.0007978458162960008
poeslaw/0.00030893332189135846,wintryauroralsky/0.0008217827206486605,socializationbonus/0.0005387772694767982,explosivestupidity/0.0006539106701162824,scunthorpeproblem/0.0006509798603105717,theguardsmustbecrazy/0.000751924568836904,takeoverthecity/0.0007978458162960008
ironbuttmonkey/0.00030893332189135846,jawdrop/0.0008217827206486605,oddnameout/0.0005387772694767982,artisticlicensechemistry/0.0006539106701162824,playeveryday/0.0006509798603105717,dealwiththedevil/0.000751924568836904,playingwithcharactertype/0.0007978458162960008
justonemorelevel/0.00030893332189135846,amazingtechnicolorworld/0.0008217827206486605,laughingmad/0.0005387772694767982,depletedphlebotinumshells/0.0006539106701162824,apatheticcitizens/0.0006509798603105717,artisticlicensephysics/0.000751924568836904,sonofawhore/0.0007978458162960008
hollywoodpudgy/0.00030893332189135846,adognameddog/0.0008217827206486605,sandworm/0.0005387772694767982,snipingthecockpit/0.0006539106701162824,fightingclown/0.0006509798603105717,thevoiceless/0.000751924568836904,detectivemole/0.0007978458162960008
possessionimpliesmastery/0.00029177035956406077,yinyangclash/0.0008217827206486605,prolongedprologue/0.0005387772694767982,finishingstomp/0.0006539106701162824,scoringpoints/0.0006374177798874347,jerkwithaheartofgold/0.000751924568836904,badpowersbadpeople/0.0007978458162960008
politevillainsrudeheroes/0.00029177035956406077,practicallydifferentgenerations/0.0008217827206486605,doublemeaningtitle/0.0005387772694767982,whatapieceofjunk/0.0006539106701162824,lowlevelrun/0.0006374177798874347,ruleoffun/0.000751924568836904,runthegauntlet/0.0007978458162960008
kinginthemountain/0.00029177035956406077,excitedshowtitle/0.0008217827206486605,bowandswordinaccord/0.0005387772694767982,georgelucasalteredversion/0.0006539106701162824,ghostship/0.0006374177798874347,ruleofsymbolism/0.000751924568836904,wifebasherbasher/0.0007978458162960008
interruptedsuicide/0.00029177035956406077,fashiondissonance/0.0008217827206486605,thesocialdarwinist/0.0005387772694767982,plotlock/0.0006539106701162824,fountainofexpies/0.0006374177798874347,biggood/0.000751924568836904,gothichorror/0.0007978458162960008
gagpenis/0.00029177035956406077,cartoonmeat/0.0007669972059387498,firstinstallmentwins/0.0005387772694767982,latetothetragedy/0.0006539106701162824,monsterarena/0.0006374177798874347,backtobackbadasses/0.000751924568836904,enfantterrible/0.0007978458162960008
oldheronewpals/0.00029177035956406077,mumlookslikeasister/0.0007669972059387498,darkskinnedblond/0.0005387772694767982,missilelockon/0.0006539106701162824,creepycentipedes/0.0006374177798874347,trailersalwaysspoil/0.000751924568836904,howdidyouknowididnt/0.0007978458162960008
