Topic 1,Topic 2
yourprincessisinanothercastle/0.00022434293406043454,scarfofasskicking/0.00023254893423318225
distinctionwithoutadifference/0.00022434293406043454,camebackstrong/0.00023254893423318225
theycopieditsoitsucks/0.00022434293406043454,gleefulandgrumpypairing/0.00023254893423318225
chekhovsboomerang/0.00022434293406043454,peoplejars/0.00023254893423318225
villainprotagonist/0.00022434293406043454,innocentinnuendo/0.00023254893423318225
teensareshort/0.00022434293406043454,spockspeak/0.00023254893423318225
starcrossedlovers/0.00022434293406043454,yaoifangirl/0.00023254893423318225
episodetitlecard/0.00022434293406043454,nothissled/0.00023254893423318225
maliciousmisnaming/0.00022434293406043454,didyoujustscamcthulhu/0.00023254893423318225
informedflaw/0.00022434293406043454,dreamwithinadream/0.00022760108456864646
mybelovedsmother/0.00022434293406043454,datingwhatdaddyhates/0.00022760108456864646
thatcameoutwrong/0.00022434293406043454,relatedintheadaptation/0.00022760108456864646
tearjerker/0.00022434293406043454,wakeupgotoschoolsavetheworld/0.00022760108456864646
villainball/0.00022434293406043454,theunmasquedworld/0.00022760108456864646
casanovawannabe/0.00022434293406043454,functionalmagic/0.00022760108456864646
carfu/0.00022434293406043454,hollywoodhacking/0.00022760108456864646
bondoneliner/0.00022434293406043454,plotallergy/0.00022760108456864646
spottingthethread/0.00022434293406043454,redemptiondemotion/0.00022760108456864646
ohnonotagain/0.00022434293406043454,theunfairsex/0.00022760108456864646
completedfic/0.00022434293406043454,cuteclumsygirl/0.00022760108456864646
rashomonstyle/0.00022434293406043454,crazycatlady/0.00022760108456864646
happilymarried/0.00022434293406043454,amillionisastatistic/0.00022760108456864646
thelancer/0.00022434293406043454,hiddeneyes/0.00022760108456864646
indyploy/0.00022434293406043454,analogybackfire/0.00022760108456864646
insanetrolllogic/0.00022146674259812128,anythingthatmoves/0.00022760108456864646
plotarmor/0.00022146674259812128,unseennomore/0.00022760108456864646
thebrute/0.00022146674259812128,eleventhhoursuperpower/0.00022760108456864646
laughablyevil/0.00022146674259812128,itworksbetterwithbullets/0.00022760108456864646
filler/0.00022146674259812128,combiningmecha/0.00022760108456864646
yourheadasplode/0.00022146674259812128,stabletimeloop/0.00022760108456864646
evilbrit/0.00022146674259812128,vetinarijobsecurity/0.00022760108456864646
icallitvera/0.00022146674259812128,finalseasoncasting/0.00022760108456864646
thepoweroffriendship/0.00022146674259812128,handsonapproach/0.00022760108456864646
cutlexluthoracheck/0.00022146674259812128,donottauntcthulhu/0.00022760108456864646
awesomebutimpractical/0.00022146674259812128,happinessinslavery/0.00022760108456864646
belligerentsexualtension/0.00022146674259812128,redbaron/0.00022760108456864646
tookalevelinjerkass/0.00022146674259812128,informedjudaism/0.00022760108456864646
goodhairevilhair/0.00022146674259812128,lecherouslicking/0.00022760108456864646
itamusedme/0.00022146674259812128,boobsofsteel/0.00022760108456864646
chaoticgood/0.00022146674259812128,nonserialmovie/0.00022760108456864646
reallifewritestheplot/0.00022146674259812128,powerlimiter/0.0002226532349041107
oddcouple/0.00022146674259812128,statusquogameshow/0.0002226532349041107
birdsofafeather/0.00022146674259812128,powerincontinence/0.0002226532349041107
dissonantserenity/0.00022146674259812128,simpletonvoice/0.0002226532349041107
mistakenforgay/0.00022146674259812128,hell/0.0002226532349041107
eviltwin/0.00022146674259812128,attackpatternalpha/0.0002226532349041107
wildcard/0.00022146674259812128,fourthdatemarriage/0.0002226532349041107
cerebusrollercoaster/0.00022146674259812128,singlestrokebattle/0.0002226532349041107
nonsequiturthud/0.00022146674259812128,writeronboard/0.0002226532349041107
sleepcute/0.00022146674259812128,thebet/0.0002226532349041107
unpopularpopularcharacter/0.00022146674259812128,telepathy/0.0002226532349041107
youreinsane/0.00022146674259812128,masterofthemixedmessage/0.0002226532349041107
stupidstatementdancemix/0.00022146674259812128,hotteacher/0.0002226532349041107
legionofdoom/0.00022146674259812128,thegloriouswarofsisterlyrivalry/0.0002226532349041107
therearenotherapists/0.00022146674259812128,isthatwhattheyrecallingitnow/0.0002226532349041107
beautyisnevertarnished/0.00022146674259812128,arentyougoingtoravishme/0.0002226532349041107
grievousharmwithabody/0.00022146674259812128,cruelmercy/0.0002226532349041107
friendshipmoment/0.000218590551135808,thebgrade/0.0002226532349041107
toomuchinformation/0.000218590551135808,undeadtaxexemption/0.0002226532349041107
offwithhishead/0.000218590551135808,formerteenrebel/0.0002226532349041107
sweettooth/0.000218590551135808,thatpoorcat/0.0002226532349041107
herewegoagain/0.000218590551135808,theshrink/0.0002226532349041107
commoncrossover/0.000218590551135808,terribleartist/0.0002226532349041107
crazyjealousguy/0.000218590551135808,transformationtrinket/0.0002226532349041107
imstandingrighthere/0.000218590551135808,allmythsaretrue/0.0002226532349041107
bigwhat/0.000218590551135808,buryyourgays/0.0002226532349041107
implacableman/0.000218590551135808,fightermagethief/0.0002226532349041107
worldofbadass/0.000218590551135808,reversepolarity/0.0002226532349041107
willtheyorwontthey/0.000218590551135808,greenthumb/0.0002226532349041107
trademarkfavoritefood/0.000218590551135808,comictrio/0.0002226532349041107
platoniclifepartners/0.000218590551135808,superocd/0.0002226532349041107
gooutwithasmile/0.000218590551135808,screwpolitenessimasenior/0.0002226532349041107
threeamigos/0.000218590551135808,laststand/0.0002226532349041107
saymyname/0.000218590551135808,twotimerdate/0.0002226532349041107
duetothedead/0.000218590551135808,gamerchick/0.0002226532349041107
raceagainsttheclock/0.000218590551135808,allanimalsaredogs/0.0002226532349041107
yourcostumeneedswork/0.000218590551135808,pronountrouble/0.0002226532349041107
lovemakesyoucrazy/0.000218590551135808,bulletproofvest/0.0002226532349041107
technobabble/0.000218590551135808,notthefallthatkillsyou/0.0002226532349041107
smartpeopleplaychess/0.000218590551135808,pardonmyklingon/0.0002226532349041107
doggedniceguy/0.000218590551135808,restrainingbolt/0.0002226532349041107
sayingsoundeffectsoutloud/0.000218590551135808,countrymatters/0.0002226532349041107
attractivebentgender/0.000218590551135808,manhug/0.0002226532349041107
elitemooks/0.000218590551135808,unfazedeveryman/0.0002226532349041107
thetapeknewyouwouldsaythat/0.000218590551135808,smartball/0.0002177053852395749
easyamnesia/0.000218590551135808,magitek/0.0002177053852395749
genresavvy/0.000218590551135808,powerfist/0.0002177053852395749
weaksauceweakness/0.000218590551135808,hateplague/0.0002177053852395749
psychoforhire/0.000218590551135808,kubrickstare/0.0002177053852395749
onewepreparedearlier/0.000218590551135808,kentbrockmannews/0.0002177053852395749
voicesaremental/0.000218590551135808,cannottellajoke/0.0002177053852395749
thebigguy/0.000218590551135808,cutawaygag/0.0002177053852395749
sixthranger/0.000218590551135808,lethallystupid/0.0002177053852395749
satelliteloveinterest/0.000218590551135808,kryptonitefactor/0.0002177053852395749
disappeareddad/0.000218590551135808,pottyemergency/0.0002177053852395749
freudianslip/0.00021571435967349475,outofholidayepisode/0.0002177053852395749
spoilertitle/0.00021571435967349475,facialmarkings/0.0002177053852395749
secondlove/0.00021571435967349475,theimmodestorgasm/0.0002177053852395749
welldonesonguy/0.00021571435967349475,blastingitoutoftheirhands/0.0002177053852395749
peoplepuppets/0.00021571435967349475,intouchwithhisfeminineside/0.0002177053852395749
gokartingwithbowser/0.00021571435967349475,happybirthdaytoyou/0.0002177053852395749
girloftheweek/0.00021571435967349475,primalscene/0.0002177053852395749
ironicechocut/0.00021571435967349475,mildlymilitary/0.0002177053852395749
dirtyoldman/0.00021571435967349475,thenthdoctor/0.0002177053852395749
jerkwithaheartofjerk/0.00021571435967349475,separatedatbirthcasting/0.0002177053852395749
cartwrightcurse/0.00021571435967349475,superprototype/0.0002177053852395749
historicalinjoke/0.00021571435967349475,cannotkeepasecret/0.0002177053852395749
fanwebcomics/0.00021571435967349475,ragingstiffie/0.0002177053852395749
therival/0.00021571435967349475,promotedtoloveinterest/0.0002177053852395749
lawfulevil/0.00021571435967349475,basementdweller/0.0002177053852395749
weakbutskilled/0.00021571435967349475,transformingmecha/0.0002177053852395749
namedaftersomebodyfamous/0.00021571435967349475,embarrassingoldphoto/0.0002177053852395749
wherearetheynowepilogue/0.00021571435967349475,heartbreakandicecream/0.0002177053852395749
affectionateparody/0.00021571435967349475,arousedbytheirvoice/0.0002177053852395749
dontexplainthejoke/0.00021571435967349475,worstnewsjudgmentever/0.0002177053852395749
wronggenresavvy/0.00021571435967349475,socialservicesdoesnotexist/0.0002177053852395749
goshdangittoheck/0.00021571435967349475,themetuneextended/0.0002177053852395749
justeatgilligan/0.00021571435967349475,dropincharacter/0.0002177053852395749
secondepisodeintroduction/0.00021571435967349475,accidentalkiss/0.0002177053852395749
muggedfordisguise/0.00021571435967349475,lightfeminineanddarkfeminine/0.0002177053852395749
retool/0.00021571435967349475,elementalpowers/0.0002177053852395749
loveinterests/0.00021283816821118147,prowrestlingepisode/0.0002177053852395749
ambiguouslyhuman/0.00021283816821118147,apocalypticlog/0.0002177053852395749
interspeciesromance/0.00021283816821118147,boyishshorthair/0.0002177053852395749
gratuitousgerman/0.00021283816821118147,timebomb/0.0002177053852395749
ascendedfanon/0.00021283816821118147,twodecadesbehind/0.0002177053852395749
bigbadensemble/0.00021283816821118147,coolmask/0.0002177053852395749
theunreveal/0.00021283816821118147,fridaynightdeathslot/0.0002177053852395749
hatesbeingtouched/0.00021283816821118147,finishingmove/0.0002177053852395749
tropecodifier/0.00021283816821118147,eventhegirlswanther/0.0002177053852395749
thebadguywins/0.00021283816821118147,givingsomeonethepointerfinger/0.0002127575355750391
thepowerofhate/0.00021283816821118147,lampshadeddoubleentendre/0.0002127575355750391
wehardlyknewye/0.00021283816821118147,artisticage/0.0002127575355750391
coolshades/0.00021283816821118147,powersasprograms/0.0002127575355750391
achillesheel/0.00021283816821118147,bigdamnmovie/0.0002127575355750391
tykebomb/0.00021283816821118147,haveyoutoldanyoneelse/0.0002127575355750391
isurrendersuckers/0.00021283816821118147,outofclothesexperience/0.0002127575355750391
theworfeffect/0.00021283816821118147,formerlyfat/0.0002127575355750391
satellitecharacter/0.00021283816821118147,ofcorpsehesalive/0.0002127575355750391
forcefulkiss/0.00021283816821118147,scareemstraight/0.0002127575355750391
dependingonthewriter/0.00021283816821118147,kindheartedsimpleton/0.0002127575355750391
parallelporntitles/0.00021283816821118147,sittingontheroof/0.0002127575355750391
percussivemaintenance/0.00021283816821118147,fromasinglecell/0.0002127575355750391
hesjusthiding/0.00021283816821118147,lawofinversefertility/0.0002127575355750391
familyfriendlyfirearms/0.00021283816821118147,revisitingtheroots/0.0002127575355750391
oncemorewithclarity/0.00021283816821118147,haveimentionediamheterosexualtoday/0.0002127575355750391
anticlimax/0.00021283816821118147,shapeshifterdefaultform/0.0002127575355750391
nonactionguy/0.00021283816821118147,hollywoodtonedeaf/0.0002127575355750391
theladette/0.00021283816821118147,thekirk/0.0002127575355750391
trashtheset/0.00021283816821118147,roguesgallerytransplant/0.0002127575355750391
archenemy/0.00021283816821118147,itswhatido/0.0002127575355750391
wouldhurtachild/0.00021283816821118147,bodywipe/0.0002127575355750391
lowerdeckepisode/0.00020996197674886822,invisibleparents/0.0002127575355750391
crapsaccharineworld/0.00020996197674886822,hollywoodlaw/0.0002127575355750391
dramaticdrop/0.00020996197674886822,tieinnovel/0.0002127575355750391
thenotloveinterest/0.00020996197674886822,blackdudediesfirst/0.0002127575355750391
alwayssavethegirl/0.00020996197674886822,hisnamereallyisbarkeep/0.0002127575355750391
thedogwasthemastermind/0.00020996197674886822,goodeyesevileyes/0.0002127575355750391
sympathyforthedevil/0.00020996197674886822,truertothetext/0.0002127575355750391
nofourthwall/0.00020996197674886822,idolsinger/0.0002127575355750391
plothole/0.00020996197674886822,kidappealcharacter/0.0002127575355750391
interruptedsuicide/0.00020996197674886822,badlybatteredbabysitter/0.0002127575355750391
weusedtobefriends/0.00020996197674886822,puppeteerparasite/0.0002127575355750391
barehandedbladeblock/0.00020996197674886822,creditspushback/0.0002127575355750391
sealedevilinacan/0.00020996197674886822,villainswantmercy/0.0002127575355750391
verbalbackspace/0.00020996197674886822,villainworld/0.0002127575355750391
personasverb/0.00020996197674886822,dietepisode/0.0002127575355750391
casualdangerdialog/0.00020996197674886822,primetimecartoon/0.0002127575355750391
adaptationdisplacement/0.00020996197674886822,andthenjohnwasazombie/0.0002127575355750391
theydo/0.00020708578528655497,storybreakerpower/0.0002127575355750391
mindscrew/0.00020708578528655497,nocommunitieswereharmed/0.0002127575355750391
whowritesthiscrap/0.00020708578528655497,dancepartyending/0.0002127575355750391
redshirtarmy/0.00020708578528655497,eatthecamera/0.0002127575355750391
cooldownhug/0.00020708578528655497,emergencytransformation/0.0002127575355750391
femalegaze/0.00020708578528655497,gratuitousninja/0.0002127575355750391
shaggydogstory/0.00020708578528655497,strongandskilled/0.0002127575355750391
spannerintheworks/0.00020708578528655497,fashionableasymmetry/0.0002127575355750391
cuteandpsycho/0.00020708578528655497,japaneseranguage/0.0002127575355750391
psychoticsmirk/0.00020708578528655497,alternateself/0.0002127575355750391
buffyspeak/0.00020708578528655497,badasscape/0.0002127575355750391
winbackthecrowd/0.00020708578528655497,thepigpen/0.0002078096859105033
worldofsnark/0.00020708578528655497,deadlydodging/0.0002078096859105033
takethataudience/0.00020708578528655497,godivahair/0.0002078096859105033
mysteriouspast/0.00020708578528655497,humanityensues/0.0002078096859105033
theknightswhosaysquee/0.00020708578528655497,embarrassingtattoo/0.0002078096859105033
bottomlessmagazines/0.00020708578528655497,hartmanhips/0.0002078096859105033
teampet/0.00020708578528655497,invisibletonormals/0.0002078096859105033
thereisnokilllikeoverkill/0.00020708578528655497,escalatingwar/0.0002078096859105033
meaningfulecho/0.00020708578528655497,victimoftheweek/0.0002078096859105033
thechick/0.00020708578528655497,eskimosarentreal/0.0002078096859105033
fanficsofthe2000s/0.00020708578528655497,stickysituation/0.0002078096859105033
tyranttakesthehelm/0.00020708578528655497,splitpersonalitytakeover/0.0002078096859105033
aslongasitsoundsforeign/0.00020708578528655497,derailingloveinterests/0.0002078096859105033
descendedcreator/0.00020708578528655497,nohuggingnokissing/0.0002078096859105033
chekhovsgag/0.00020708578528655497,corruptpolitician/0.0002078096859105033
campstraight/0.0002042095938242417,liedetector/0.0002078096859105033
createyourownvillain/0.0002042095938242417,politicalcorrectnessgonemad/0.0002078096859105033
harmfultominors/0.0002042095938242417,combinationattack/0.0002078096859105033
latexperfection/0.0002042095938242417,youneedabreathmint/0.0002078096859105033
forcedtowatch/0.0002042095938242417,cantunhearit/0.0002078096859105033
forgotabouthispowers/0.0002042095938242417,bandofbrothers/0.0002078096859105033
stevenulyssesperhero/0.0002042095938242417,animatedsitcom/0.0002078096859105033
dramedy/0.0002042095938242417,intangibility/0.0002078096859105033
motiverant/0.0002042095938242417,actorroleconfusion/0.0002078096859105033
defiedtrope/0.0002042095938242417,agegapromance/0.0002078096859105033
troperiffic/0.0002042095938242417,counterfeitcash/0.0002078096859105033
disconefinalboss/0.0002042095938242417,courtroomantic/0.0002078096859105033
necklift/0.0002042095938242417,pluckycomicrelief/0.0002078096859105033
codragons/0.0002042095938242417,organtheft/0.0002078096859105033
gorydiscretionshot/0.0002042095938242417,polyamory/0.0002078096859105033
illkillyou/0.0002042095938242417,malapropism/0.0002078096859105033
cursecutshort/0.0002042095938242417,tsurimeeyes/0.0002078096859105033
suicidebycop/0.0002042095938242417,roadtripplot/0.0002078096859105033
theheavy/0.0002042095938242417,longinglook/0.0002078096859105033
childprodigy/0.0002042095938242417,sayingtoomuch/0.0002078096859105033
youdidntask/0.0002042095938242417,noperiodsperiod/0.0002078096859105033
benevolentboss/0.0002042095938242417,sleeperhit/0.0002078096859105033
sureletsgowiththat/0.0002042095938242417,bedtrick/0.0002078096859105033
literallyshatteredlives/0.0002042095938242417,kamehamehadoken/0.0002078096859105033
nevermesswithgranny/0.0002042095938242417,nonchalantdodge/0.0002078096859105033
villainhasapoint/0.0002042095938242417,energyabsorption/0.0002078096859105033
dysfunctionjunction/0.0002042095938242417,hurlitintothesun/0.0002078096859105033
reasonableauthorityfigure/0.0002042095938242417,patrickstewartspeech/0.0002078096859105033
powerwalk/0.0002042095938242417,coolstarship/0.0002078096859105033
aesopamnesia/0.0002042095938242417,stacysmom/0.0002078096859105033
permastubble/0.0002042095938242417,evilisnotatoy/0.0002078096859105033
cryingwolf/0.0002042095938242417,sting/0.0002078096859105033
fanvid/0.0002042095938242417,scarystingingswarm/0.0002078096859105033
frothymugsofwater/0.0002042095938242417,energybeings/0.0002078096859105033
bullyingadragon/0.00020133340236192843,metaphorismymiddlename/0.0002078096859105033
policeareuseless/0.00020133340236192843,undercoveraslovers/0.0002028618362459675
flatwhat/0.00020133340236192843,orcusonhisthrone/0.0002028618362459675
armorpiercingslap/0.00020133340236192843,grossupcloseup/0.0002028618362459675
oncedoneneverforgotten/0.00020133340236192843,thetoothhurts/0.0002028618362459675
gonk/0.00020133340236192843,sailorfuku/0.0002028618362459675
idiosyncraticwipes/0.00020133340236192843,sharingabody/0.0002028618362459675
arcwelding/0.00020133340236192843,bythelightsoftheireyes/0.0002028618362459675
talktothefist/0.00020133340236192843,rpgepisode/0.0002028618362459675
damselindistress/0.00020133340236192843,agentscully/0.0002028618362459675
fountainofexpies/0.00020133340236192843,glamourfailure/0.0002028618362459675
creepymonotone/0.00020133340236192843,crosscounter/0.0002028618362459675
meaninglessvillainvictory/0.00020133340236192843,invinoveritas/0.0002028618362459675
coololdlady/0.00020133340236192843,birthdayhater/0.0002028618362459675
hotblooded/0.00020133340236192843,curtainsmatchthewindow/0.0002028618362459675
beardofsorrow/0.00020133340236192843,anchoredship/0.0002028618362459675
broadstrokes/0.00020133340236192843,absentanimalcompanion/0.0002028618362459675
massohcrap/0.00020133340236192843,coconutsuperpowers/0.0002028618362459675
designatedgirlfight/0.00020133340236192843,thebully/0.0002028618362459675
mediumawareness/0.00020133340236192843,vacationepisode/0.0002028618362459675
punchpunchpunchuhoh/0.00020133340236192843,theface/0.0002028618362459675
thebigdamnkiss/0.00020133340236192843,trustpassword/0.0002028618362459675
knighttemplar/0.00020133340236192843,beethovenwasanalienspy/0.0002028618362459675
twohitwonder/0.00020133340236192843,hufflepuffhouse/0.0002028618362459675
fallenhero/0.00020133340236192843,foodfight/0.0002028618362459675
theonlyoneallowedtodefeatyou/0.00020133340236192843,fleetingdemographicrule/0.0002028618362459675
laterinstallmentweirdness/0.00020133340236192843,doinginthewizard/0.0002028618362459675
noending/0.00020133340236192843,parentalsexualitysquick/0.0002028618362459675
morallyambiguousdoctorate/0.00020133340236192843,everybodyissingle/0.0002028618362459675
retraux/0.00020133340236192843,adaptationalvillainy/0.0002028618362459675
modestybedsheet/0.00020133340236192843,powercrystal/0.0002028618362459675
backstory/0.00020133340236192843,fanconvention/0.0002028618362459675
diegeticsoundtrackusage/0.00019845721089961516,ifiwantedyoudead/0.0002028618362459675
doppelgangercrossover/0.00019845721089961516,touchedbyvorlons/0.0002028618362459675
fullnamebasis/0.00019845721089961516,elseworld/0.0002028618362459675
daddysgirl/0.00019845721089961516,sternteacher/0.0002028618362459675
timestandsstill/0.00019845721089961516,ididwhatihadtodo/0.0002028618362459675
gaslighting/0.00019845721089961516,allloveisunrequited/0.0001979139865814317
deadallalong/0.00019845721089961516,girlygirlwithatomboystreak/0.0001979139865814317
clothingdamage/0.00019845721089961516,youareincommandnow/0.0001979139865814317
metaphoricallytrue/0.00019845721089961516,youarefat/0.0001979139865814317
lovetohate/0.00019845721089961516,pleasedontleaveme/0.0001979139865814317
pokethepoodle/0.00019845721089961516,conveyorbeltodoom/0.0001979139865814317
chekhovsskill/0.00019845721089961516,blackbeadeyes/0.0001979139865814317
thatmakesmefeelangry/0.00019845721089961516,alonewiththepsycho/0.0001979139865814317
evilgenius/0.00019845721089961516,thatsnomoon/0.0001979139865814317
evilallalong/0.00019845721089961516,fightingseries/0.0001979139865814317
obstructivebureaucrat/0.00019845721089961516,showerofawkward/0.0001979139865814317
somethingelsealsorises/0.00019845721089961516,ineversaiditwaspoison/0.0001979139865814317
somethingonlytheywouldsay/0.00019845721089961516,dishingoutdirt/0.0001979139865814317
ratedmformanly/0.00019845721089961516,itrunsinthefamily/0.0001979139865814317
aerithandbob/0.00019845721089961516,runawaybride/0.0001979139865814317
wickedcultured/0.00019845721089961516,strawcharacter/0.0001979139865814317
selffulfillingprophecy/0.00019845721089961516,bishonenline/0.0001979139865814317
smokingiscool/0.00019845721089961516,castfromhitpoints/0.0001979139865814317
knightofcerebus/0.00019845721089961516,cutandpastetranslation/0.0001979139865814317
artificiallimbs/0.00019845721089961516,makingloveinallthewrongplaces/0.0001979139865814317
artisticlicensephysics/0.00019845721089961516,greenskinnedspacebabe/0.0001979139865814317
zombieapocalypse/0.00019845721089961516,clonesarepeopletoo/0.0001979139865814317
flagshipfranchise/0.00019845721089961516,tropaholicsanonymous/0.0001979139865814317
whipitgood/0.00019845721089961516,iamnotweasel/0.0001979139865814317
allfornothing/0.00019845721089961516,enemywithout/0.0001979139865814317
poormanssubstitute/0.00019845721089961516,noblewomanslaugh/0.0001979139865814317
fourtemperamentensemble/0.00019845721089961516,ihaveboobsyoumustobey/0.0001979139865814317
compositecharacter/0.00019845721089961516,deathbyadaptation/0.0001979139865814317
nothyperbole/0.00019845721089961516,pingpongnaivete/0.0001979139865814317
toogoodtolast/0.00019845721089961516,sounfunnyitsfunny/0.0001979139865814317
breadeggsbreadedeggs/0.00019845721089961516,inthenameofthemoon/0.0001979139865814317
unfinisheddub/0.00019845721089961516,youmeddlingkids/0.0001979139865814317
madeofiron/0.00019845721089961516,sequelinanothermedium/0.0001979139865814317
doesnotknowhisownstrength/0.00019845721089961516,notwearingpantsdream/0.0001979139865814317
strangemindsthinkalike/0.00019845721089961516,nohoperrepeat/0.0001979139865814317
cowboyepisode/0.00019845721089961516,playingcyrano/0.0001979139865814317
heyyou/0.00019845721089961516,parodynames/0.0001979139865814317
didntthinkthisthrough/0.0001955810194373019,cosmicretcon/0.0001979139865814317
onthenext/0.0001955810194373019,oneepisodewonder/0.0001979139865814317
ultimatejobsecurity/0.0001955810194373019,spikesofvillainy/0.0001979139865814317
crazyenoughtowork/0.0001955810194373019,onegenderrace/0.0001979139865814317
knowwhentofoldem/0.0001955810194373019,accidentalpublicconfession/0.0001979139865814317
inferioritysuperioritycomplex/0.0001955810194373019,villainesseswantheroes/0.0001979139865814317
writingaroundtrademarks/0.0001955810194373019,colorfailure/0.0001979139865814317
ultimateshowdownofultimatedestiny/0.0001955810194373019,squirrelsinmypants/0.0001979139865814317
friendoridoldecision/0.0001955810194373019,pricelessmingvase/0.0001979139865814317
jerkjock/0.0001955810194373019,ideabulb/0.0001979139865814317
firstinstallmentwins/0.0001955810194373019,clarkesthirdlaw/0.0001979139865814317
moralitypet/0.0001955810194373019,pastelchalkedfreezeframe/0.0001979139865814317
campgay/0.0001955810194373019,plotrelevantageup/0.0001979139865814317
cursedwithawesome/0.0001955810194373019,jumpingtheshark/0.0001979139865814317
alphabitch/0.0001955810194373019,ironlady/0.0001979139865814317
senselesssacrifice/0.0001955810194373019,deathbysex/0.0001979139865814317
selfservingmemory/0.0001955810194373019,lovecraftiansuperpower/0.0001929661369168959
multiplechoicepast/0.0001955810194373019,unusualuserinterface/0.0001929661369168959
despaireventhorizon/0.0001955810194373019,notwearingtights/0.0001929661369168959
creatorsfavoriteepisode/0.0001955810194373019,itsquiettooquiet/0.0001929661369168959
themeninblack/0.0001955810194373019,weddingepisode/0.0001929661369168959
armorpiercingquestion/0.0001955810194373019,notquiteflight/0.0001929661369168959
freakyfridayflip/0.0001955810194373019,functionaladdict/0.0001929661369168959
darkhorsevictory/0.0001955810194373019,thrownouttheairlock/0.0001929661369168959
thepoweroflove/0.0001955810194373019,femininewomencancook/0.0001929661369168959
blindwithoutem/0.0001955810194373019,finaleseason/0.0001929661369168959
revenge/0.0001955810194373019,signaturestyle/0.0001929661369168959
dullsurprise/0.0001955810194373019,distresseddude/0.0001929661369168959
youmonster/0.0001955810194373019,outofcontexteavesdropping/0.0001929661369168959
haircolordissonance/0.0001955810194373019,musicalworldhypotheses/0.0001929661369168959
thepetebest/0.0001955810194373019,humanityisinfectious/0.0001929661369168959
chainsawgood/0.0001955810194373019,makingasplash/0.0001929661369168959
cloudcuckoolandersminder/0.0001955810194373019,humansarespecial/0.0001929661369168959
misaimedmarketing/0.0001955810194373019,alienartsareappreciated/0.0001929661369168959
doublemeaningtitle/0.0001955810194373019,discardanddraw/0.0001929661369168959
redandblackandevilallover/0.0001955810194373019,obviouscrossovermethod/0.0001929661369168959
letsgetdangerous/0.0001955810194373019,thepsychorangers/0.0001929661369168959
briefaccentimitation/0.0001955810194373019,fakerussian/0.0001929661369168959
genrebusting/0.0001955810194373019,blackeyesofevil/0.0001929661369168959
stockscream/0.00019270482797498865,rockbeatslaser/0.0001929661369168959
fivestagesofgrief/0.00019270482797498865,combatcommentator/0.0001929661369168959
strappedtoanoperatingtable/0.00019270482797498865,caughtwithyourpantsdown/0.0001929661369168959
ifyouresoevileatthiskitten/0.00019270482797498865,flamingsword/0.0001929661369168959
sanityslippage/0.00019270482797498865,thegreateststorynevertold/0.0001929661369168959
invulnerableknuckles/0.00019270482797498865,lappillow/0.0001929661369168959
disneydeath/0.00019270482797498865,outsidecontextproblem/0.0001929661369168959
screwdestiny/0.00019270482797498865,prehensilehair/0.0001929661369168959
itwillnevercatchon/0.00019270482797498865,pocketdimension/0.0001929661369168959
mookhorrorshow/0.00019270482797498865,baitandswitchgunshot/0.0001929661369168959
internalreveal/0.00019270482797498865,obnoxiousinlaws/0.0001929661369168959
thespock/0.00019270482797498865,mikenelsondestroyerofworlds/0.0001929661369168959
tomboywithagirlystreak/0.00019270482797498865,pizzaboyspecialdelivery/0.0001929661369168959
ruleofsymbolism/0.00019270482797498865,outlawcouple/0.0001929661369168959
didijustsaythatoutloud/0.00019270482797498865,pillaroflight/0.0001929661369168959
thenapoleon/0.00019270482797498865,happydance/0.0001929661369168959
trainingmontage/0.00019270482797498865,acupangst/0.0001929661369168959
offscreenmomentofawesome/0.00019270482797498865,blackcomedyburst/0.0001929661369168959
fridgelogic/0.00019270482797498865,myspeciesdothprotesttoomuch/0.0001929661369168959
falsereassurance/0.00019270482797498865,eattheevidence/0.0001929661369168959
literalsplitpersonality/0.00019270482797498865,herostolemybike/0.0001929661369168959
descriptioncut/0.00019270482797498865,theempire/0.0001929661369168959
continuitylockout/0.00019270482797498865,jumpingofftheslipperyslope/0.0001929661369168959
ditzygenius/0.00019270482797498865,beamspam/0.0001929661369168959
busmansholiday/0.00019270482797498865,extraeyes/0.0001929661369168959
everybodyknewalready/0.00019270482797498865,suckecheeses/0.0001929661369168959
beamowar/0.00019270482797498865,producepelting/0.0001929661369168959
hamtohamcombat/0.00019270482797498865,didyoujusthavesex/0.0001929661369168959
pinkgirlblueboy/0.00019270482797498865,dissimile/0.0001929661369168959
ironicname/0.00019270482797498865,completeimmortality/0.0001929661369168959
stepfordsmiler/0.00019270482797498865,artisticlicensereligion/0.0001929661369168959
idiosyncraticshipnaming/0.00019270482797498865,masterswordsman/0.0001929661369168959
endingtheme/0.00019270482797498865,sixthrangertraitor/0.0001929661369168959
invinciblehero/0.00019270482797498865,barrierwarrior/0.0001929661369168959
catsaremean/0.00019270482797498865,neversuicide/0.0001929661369168959
newjobastheplotdemands/0.00019270482797498865,onedrinkwillkillthebaby/0.0001929661369168959
gratuitousspanish/0.00019270482797498865,whatbeautifuleyes/0.0001929661369168959
animehair/0.00019270482797498865,offthewagon/0.0001929661369168959
onehitwonder/0.00019270482797498865,theneidermeyer/0.0001929661369168959
onlyfriend/0.00019270482797498865,blankwhiteeyes/0.0001929661369168959
contrastingsequelmaincharacter/0.00018982863651267537,sufficientlyadvancedalien/0.0001929661369168959
