Topic 1,Topic 2,Topic 3
howmuchmorecanhetake/0.00010897587585468223,mockumentary/8.74168233676571e-05,
willingchanneler/0.00010897587585468223,thenthdoctor/8.74168233676571e-05,
womblevel/0.00010897587585468223,happydance/8.74168233676571e-05,
energyball/0.00010897587585468223,deathfakedforyou/8.74168233676571e-05,
thelegendofx/0.00010897587585468223,broketheratingscale/8.74168233676571e-05,
binarysuns/0.00010897587585468223,characteroutlivesactor/8.74168233676571e-05,
clocktower/0.00010897587585468223,onetruelove/8.74168233676571e-05,
classicvillain/0.00010897587585468223,fanboy/8.74168233676571e-05,
homeworldevacuation/0.00010897587585468223,hulkingout/8.74168233676571e-05,
burningwithanger/0.00010897587585468223,couldntfindapen/8.74168233676571e-05,
tooimportanttowalk/0.00010897587585468223,itsbeendone/8.74168233676571e-05,
blackeyesofcrazy/0.00010897587585468223,didyoujustflipoffcthulhu/8.74168233676571e-05,
onewayvisor/0.00010897587585468223,movingthegoalposts/8.74168233676571e-05,
adaptationalkarma/0.00010897587585468223,disabledcharacterdisabledactor/8.74168233676571e-05,
princessesrule/0.00010897587585468223,wholecostumereference/8.74168233676571e-05,
absentaliens/0.00010897587585468223,impossiblycoolclothes/8.74168233676571e-05,
celestialalignment/0.00010897587585468223,thescottishtrope/8.646664050496518e-05,
greenlanternring/0.00010897587585468223,manhug/8.646664050496518e-05,
forcedsleep/0.00010897587585468223,youmustbecold/8.646664050496518e-05,
familyeyeresemblance/0.00010897587585468223,bigfriendlydog/8.646664050496518e-05,
eatme/0.00010897587585468223,loveatfirstpunch/8.646664050496518e-05,
ihateyouvampiredad/0.00010897587585468223,moe/8.646664050496518e-05,
elementalpunch/0.00010897587585468223,voicechangeling/8.646664050496518e-05,
superiorsuccessor/0.0001058622794016913,wackyracing/8.646664050496518e-05,
theedwardianera/0.0001058622794016913,conflictingloyalty/8.646664050496518e-05,
nottoodeadtosavetheday/0.0001058622794016913,irisout/8.646664050496518e-05,
battleamongsttheflames/0.0001058622794016913,passionatesportsgirl/8.646664050496518e-05,
shockstick/0.0001058622794016913,eggsitting/8.646664050496518e-05,
hollywoodexorcism/0.0001058622794016913,hatedbyall/8.646664050496518e-05,
sealedevilinaduel/0.0001058622794016913,nakedapron/8.646664050496518e-05,
postclimaxconfrontation/0.0001058622794016913,forgottenbirthday/8.646664050496518e-05,
mostcommonsuperpower/0.0001058622794016913,maddoctor/8.646664050496518e-05,
androidsarepeopletoo/0.0001058622794016913,theteam/8.646664050496518e-05,
thelostwoods/0.0001058622794016913,numberofthebeast/8.646664050496518e-05,
killmenoworforeverstayyourhand/0.0001058622794016913,revolvingdoorcasting/8.646664050496518e-05,
fordoomthebelltolls/0.0001058622794016913,comedicunderwearexposure/8.646664050496518e-05,
masterofnone/0.0001058622794016913,twofaced/8.646664050496518e-05,
frontlinegeneral/0.0001058622794016913,afraidofneedles/8.646664050496518e-05,
roswellthatendswell/0.0001058622794016913,artisticlicensereligion/8.646664050496518e-05,
goodpowersbadpeople/0.0001058622794016913,doommagnet/8.646664050496518e-05,
ghostamnesia/0.0001058622794016913,caninecompanion/8.646664050496518e-05,
whenthingsspinsciencehappens/0.0001058622794016913,convenientlyanorphan/8.646664050496518e-05,
themagiccomesback/0.0001058622794016913,secretlywealthy/8.646664050496518e-05,
cavalrybetrayal/0.0001058622794016913,imadoctornotaplaceholder/8.646664050496518e-05,
prisonerexchange/0.0001058622794016913,mamasbabypapasmaybe/8.646664050496518e-05,
goodadulterybadadultery/0.0001058622794016913,whatcouldpossiblygowrong/8.646664050496518e-05,
mergedreality/0.0001058622794016913,cannotkeepasecret/8.646664050496518e-05,
mirroredconfrontationshot/0.0001058622794016913,unfortunateimplications/8.646664050496518e-05,
ghostpirate/0.0001058622794016913,shockinglyexpensivebill/8.646664050496518e-05,
herosecretservice/0.0001058622794016913,facialhorror/8.646664050496518e-05,
interestingsituationduel/0.0001058622794016913,fryingpanofdoom/8.646664050496518e-05,
rageagainstthementor/0.0001058622794016913,continuitycreep/8.646664050496518e-05,
deskjockey/0.0001058622794016913,malapropism/8.646664050496518e-05,
bbcquarry/0.0001058622794016913,surferdude/8.646664050496518e-05,
cluelessmystery/0.0001058622794016913,ivyleagueforeveryone/8.646664050496518e-05,
escapepod/0.0001058622794016913,lostfoodgrievance/8.646664050496518e-05,
theylooklikeusnow/0.0001058622794016913,artstyledissonance/8.646664050496518e-05,
femalefightermalehandler/0.0001058622794016913,mathematiciansanswer/8.646664050496518e-05,
lavaisboilingkoolaid/0.0001058622794016913,happilyeverafter/8.646664050496518e-05,
juryandwitnesstampering/0.0001058622794016913,cantlivewiththemcantlivewithoutthem/8.646664050496518e-05,
abusiveprecursors/0.0001058622794016913,separatedatbirthcasting/8.551645764227325e-05,
wrenchwhack/0.0001058622794016913,grumpybear/8.551645764227325e-05,
luddwasright/0.0001058622794016913,lastepisodenewcharacter/8.551645764227325e-05,
livingweapon/0.0001058622794016913,impliedtrope/8.551645764227325e-05,
coolkey/0.0001058622794016913,parentalsexualitysquick/8.551645764227325e-05,
bigshadowlittlecreature/0.0001058622794016913,halfidenticaltwins/8.551645764227325e-05,
romancingthewidow/0.0001058622794016913,icequeen/8.551645764227325e-05,
victoryguidedamnesia/0.0001058622794016913,ainttooproudtobeg/8.551645764227325e-05,
facelesseye/0.0001058622794016913,seasonfinale/8.551645764227325e-05,
capedmecha/0.0001058622794016913,chocolatebaby/8.551645764227325e-05,
notranshumanismallowed/0.0001058622794016913,justakid/8.551645764227325e-05,
robeandwizardhat/0.0001058622794016913,girlybruiser/8.551645764227325e-05,
firstchurchofmecha/0.0001058622794016913,twogirlsandaguy/8.551645764227325e-05,
matterreplicator/0.0001058622794016913,closedcircle/8.551645764227325e-05,
thesymbiote/0.0001058622794016913,youaretoolate/8.551645764227325e-05,
thosewereonlytheirscouts/0.0001058622794016913,cluckingfunny/8.551645764227325e-05,
spaceiscold/0.0001058622794016913,celebcrush/8.551645764227325e-05,
onenightstandpregnancy/0.0001058622794016913,lateforschool/8.551645764227325e-05,
metamecha/0.0001058622794016913,conversationaltroping/8.551645764227325e-05,
weareteamcannonfodder/0.0001058622794016913,hiddeneyes/8.551645764227325e-05,
elevatorschool/0.0001058622794016913,charactershilling/8.551645764227325e-05,
futurespandex/0.0001058622794016913,happinessinslavery/8.551645764227325e-05,
oldschooldogfight/0.0001058622794016913,kneelbeforezod/8.551645764227325e-05,
gaiaslament/0.0001058622794016913,deuteragonist/8.551645764227325e-05,
rubberface/0.0001058622794016913,sidebet/8.551645764227325e-05,
musclesaremeaningful/0.0001058622794016913,outofgenreexperience/8.551645764227325e-05,
stillwearingtheoldcolors/0.0001058622794016913,badasspreacher/8.551645764227325e-05,
interpolspecialagent/0.0001058622794016913,thekirk/8.551645764227325e-05,
vichyearth/0.0001058622794016913,playingcyrano/8.551645764227325e-05,
highaltitudeinterrogation/0.0001058622794016913,digitaldestruction/8.551645764227325e-05,
theimmune/0.0001058622794016913,haveagayoldtime/8.551645764227325e-05,
resistanceisfutile/0.00010274868294870039,geekyturnon/8.551645764227325e-05,
militarysciencefiction/0.00010274868294870039,nervouswreck/8.551645764227325e-05,
unroboticreveal/0.00010274868294870039,hardworkmontage/8.551645764227325e-05,
viciouscycle/0.00010274868294870039,mexicanslovespeedygonzales/8.551645764227325e-05,
spring2011anime/0.00010274868294870039,accidentalmarriage/8.551645764227325e-05,
eatingmachine/0.00010274868294870039,heythatsmyline/8.551645764227325e-05,
theomnipotent/0.00010274868294870039,timebomb/8.551645764227325e-05,
gunkata/0.00010274868294870039,kissoflife/8.551645764227325e-05,
thosemagnificentflyingmachines/0.00010274868294870039,tropaholicsanonymous/8.551645764227325e-05,
genghisgambit/0.00010274868294870039,familyrelationshipswitcheroo/8.551645764227325e-05,
vilernewvillain/0.00010274868294870039,countrymouse/8.551645764227325e-05,
lyricalcoldopen/0.00010274868294870039,bodyguardcrush/8.551645764227325e-05,
revealinginjury/0.00010274868294870039,tokenblackfriend/8.456627477958133e-05,
healitwithfire/0.00010274868294870039,icantbelieveitsnotheroin/8.456627477958133e-05,
sproutingears/0.00010274868294870039,chessmotifs/8.456627477958133e-05,
femmefatalespy/0.00010274868294870039,heightangst/8.456627477958133e-05,
thequest/0.00010274868294870039,dickdastardlystopstocheat/8.456627477958133e-05,
noconservationofenergy/0.00010274868294870039,classtrip/8.456627477958133e-05,
shoottherope/0.00010274868294870039,gutturalgrowler/8.456627477958133e-05,
evenbettersequel/0.00010274868294870039,alternatecompanyequivalent/8.456627477958133e-05,
orochi/0.00010274868294870039,agentpeacock/8.456627477958133e-05,
idlerich/0.00010274868294870039,horriblecampingtrip/8.456627477958133e-05,
waifprophet/0.00010274868294870039,seriesofthe1950s/8.456627477958133e-05,
fantasticfruitsandvegetables/0.00010274868294870039,iamthenoun/8.456627477958133e-05,
orgyofevidence/0.00010274868294870039,selfmademan/8.456627477958133e-05,
antimatter/0.00010274868294870039,acceptableethnictargets/8.456627477958133e-05,
inspectorlestrade/0.00010274868294870039,couldsayitbut/8.456627477958133e-05,
evolutionpowerup/0.00010274868294870039,ironyassheiscast/8.456627477958133e-05,
betatestbaddie/0.00010274868294870039,youarenumber6/8.456627477958133e-05,
pregnanthostage/0.00010274868294870039,baitandswitchcomparison/8.456627477958133e-05,
featherflechettes/0.00010274868294870039,letssplitupgang/8.456627477958133e-05,
crossovercosmology/0.00010274868294870039,termsofendangerment/8.456627477958133e-05,
trappedinasinkingcar/0.00010274868294870039,creatorkiller/8.456627477958133e-05,
talkingweapon/0.00010274868294870039,thedandy/8.456627477958133e-05,
enlightenmentsuperpowers/0.00010274868294870039,mumlookslikeasister/8.456627477958133e-05,
thedarksidewillmakeyouforget/0.00010274868294870039,unishment/8.456627477958133e-05,
fantasyguncontrol/0.00010274868294870039,ronthedeatheater/8.456627477958133e-05,
monsterprogenitor/0.00010274868294870039,tomhankssyndrome/8.456627477958133e-05,
variablelengthchain/0.00010274868294870039,dubinducedplothole/8.456627477958133e-05,
horrifyinghero/0.00010274868294870039,overshadowedbyawesome/8.456627477958133e-05,
golfclubbing/0.00010274868294870039,conspicuousconsumption/8.456627477958133e-05,
excalibur/0.00010274868294870039,fantasyforbiddingfather/8.456627477958133e-05,
nevergivenaname/0.00010274868294870039,showerofawkward/8.456627477958133e-05,
redskiescrossover/0.00010274868294870039,crossdressingvoices/8.456627477958133e-05,
humansbyanyothername/0.00010274868294870039,invulnerableknuckles/8.456627477958133e-05,
zeppelinsfromanotherworld/0.00010274868294870039,smarterthanyoulook/8.456627477958133e-05,
primalstance/0.00010274868294870039,sounfunnyitsfunny/8.456627477958133e-05,
sniperrifle/0.00010274868294870039,endingaversion/8.456627477958133e-05,
cantlivewithoutyou/0.00010274868294870039,rougeanglesofsatin/8.456627477958133e-05,
putthemalloutofmymisery/0.00010274868294870039,hemanwomanhater/8.456627477958133e-05,
phonetracerace/0.00010274868294870039,chasescene/8.456627477958133e-05,
newneocity/0.00010274868294870039,twitchyeye/8.456627477958133e-05,
killthegod/0.00010274868294870039,mistakenfordying/8.456627477958133e-05,
slaverace/0.00010274868294870039,ignorethefanservice/8.456627477958133e-05,
defectingforlove/0.00010274868294870039,whatwouldxdo/8.36160919168894e-05,
fantasticaesop/0.00010274868294870039,complimentbackfire/8.36160919168894e-05,
spellbook/0.00010274868294870039,tattooedcrook/8.36160919168894e-05,
kissofthevampire/0.00010274868294870039,baitthedog/8.36160919168894e-05,
alwaysgetshisman/0.00010274868294870039,talkingwithsigns/8.36160919168894e-05,
watchingtroyburn/0.00010274868294870039,slapstick/8.36160919168894e-05,
vampirehunter/0.00010274868294870039,dutchangle/8.36160919168894e-05,
thejoffrey/0.00010274868294870039,psychicassistedsuicide/8.36160919168894e-05,
battleaxenurse/0.00010274868294870039,wackyparentseriouschild/8.36160919168894e-05,
fetalpositionrebirth/0.00010274868294870039,neardeathexperience/8.36160919168894e-05,
starshipluxurious/0.00010274868294870039,agelessbirthdayepisode/8.36160919168894e-05,
hystericalwoman/0.00010274868294870039,licensedgame/8.36160919168894e-05,
blacksite/0.00010274868294870039,gladiatorgames/8.36160919168894e-05,
mygrandsonmyself/0.00010274868294870039,romanticrunnerup/8.36160919168894e-05,
waterisair/0.00010274868294870039,shortermeanssmarter/8.36160919168894e-05,
theshadowknows/0.00010274868294870039,fullyautomaticclipshow/8.36160919168894e-05,
hellishhorse/0.00010274868294870039,elevatorfailure/8.36160919168894e-05,
balancedharem/0.00010274868294870039,trojanhorse/8.36160919168894e-05,
earththatwas/0.00010274868294870039,alcoholinducedidiocy/8.36160919168894e-05,
cardsharp/0.00010274868294870039,ambiguouslyabsentparent/8.36160919168894e-05,
feeditwithfire/0.00010274868294870039,stickysituation/8.36160919168894e-05,
masssuperempoweringevent/0.00010274868294870039,cutemute/8.36160919168894e-05,
mysterymagnet/0.00010274868294870039,slidingscaleofcontinuity/8.36160919168894e-05,
dragonknight/0.00010274868294870039,twistending/8.36160919168894e-05,
cheerypink/0.00010274868294870039,outoftheghetto/8.36160919168894e-05,
creepyblueeyes/0.00010274868294870039,malevolentmaskedmen/8.36160919168894e-05,
savescumming/0.00010274868294870039,poisonousfriend/8.36160919168894e-05,
extremityextremist/0.00010274868294870039,alphabeticalthemenaming/8.36160919168894e-05,
onlyicankillhim/0.00010274868294870039,intouchwithhisfeminineside/8.36160919168894e-05,
archivepanic/0.00010274868294870039,headphonesequalisolation/8.36160919168894e-05,
enhancedinterrogationtechniques/0.00010274868294870039,othermeannoysme/8.36160919168894e-05,
gangsterfiction/0.00010274868294870039,thatpoorcat/8.36160919168894e-05,
rapidhairgrowth/9.963508649570947e-05,outofholidayepisode/8.36160919168894e-05,
windisgreen/9.963508649570947e-05,narm/8.36160919168894e-05,
goodgirlgonebad/9.963508649570947e-05,disabilityimmunity/8.36160919168894e-05,
charactermagneticteam/9.963508649570947e-05,oralfixation/8.36160919168894e-05,
spookyphotographs/9.963508649570947e-05,ourpresidentsaredifferent/8.36160919168894e-05,
rippleeffectindicator/9.963508649570947e-05,theblank/8.36160919168894e-05,
bruceleeclone/9.963508649570947e-05,youmeddlingkids/8.36160919168894e-05,
humantraffickers/9.963508649570947e-05,roadtripplot/8.36160919168894e-05,
relationshipchart/9.963508649570947e-05,magicalsecuritycam/8.36160919168894e-05,
portalbook/9.963508649570947e-05,themaidennamedebate/8.36160919168894e-05,
beatthecurseoutofhim/9.963508649570947e-05,rageagainsttheheavens/8.266590905419749e-05,
yurifan/9.963508649570947e-05,outofclothesexperience/8.266590905419749e-05,
magikarppower/9.963508649570947e-05,vorpalpillow/8.266590905419749e-05,
princecharmless/9.963508649570947e-05,masterofthemixedmessage/8.266590905419749e-05,
heroicfantasy/9.963508649570947e-05,berserkertears/8.266590905419749e-05,
aslethalasitneedstobe/9.963508649570947e-05,frivolouslawsuit/8.266590905419749e-05,
psychoprototype/9.963508649570947e-05,beyondtheimpossible/8.266590905419749e-05,
glamorouswartimesinger/9.963508649570947e-05,givingsomeonethepointerfinger/8.266590905419749e-05,
themanbehindthemonsters/9.963508649570947e-05,gossipyhens/8.266590905419749e-05,
newoldwest/9.963508649570947e-05,badassteacher/8.266590905419749e-05,
transformationofthepossessed/9.963508649570947e-05,worldofjerkass/8.266590905419749e-05,
greatwhitefeline/9.963508649570947e-05,underestimatingbadassery/8.266590905419749e-05,
commontongue/9.963508649570947e-05,exposedtotheelements/8.266590905419749e-05,
institutionalallegianceconcealment/9.963508649570947e-05,razorfloss/8.266590905419749e-05,
adaptationalnonsapience/9.963508649570947e-05,inspirationallydisadvantaged/8.266590905419749e-05,
deadlynosebleed/9.963508649570947e-05,outnumberedsibling/8.266590905419749e-05,
didnotdiethatway/9.963508649570947e-05,shrugofgod/8.266590905419749e-05,
onelastjob/9.963508649570947e-05,impoverishedpatrician/8.266590905419749e-05,
amnesiacresonance/9.963508649570947e-05,idiosyncraticshipnaming/8.266590905419749e-05,
partialtransformation/9.963508649570947e-05,unsoundeffect/8.266590905419749e-05,
leaderwannabe/9.963508649570947e-05,magicplasticsurgery/8.266590905419749e-05,
transformingvehicle/9.963508649570947e-05,twincest/8.266590905419749e-05,
theirishmob/9.963508649570947e-05,allbikersarehellsangels/8.266590905419749e-05,
psychologicaltormentzone/9.963508649570947e-05,throughtheeyesofmadness/8.266590905419749e-05,
evilluddite/9.963508649570947e-05,playboybunny/8.266590905419749e-05,
culturedwarrior/9.963508649570947e-05,summonbiggerfish/8.266590905419749e-05,
timetravelromance/9.963508649570947e-05,comicbookfantasycasting/8.266590905419749e-05,
militariesareuseless/9.963508649570947e-05,mrfixit/8.266590905419749e-05,
dubtitle/9.963508649570947e-05,dramaticallymissingthepoint/8.266590905419749e-05,
fakekillscare/9.963508649570947e-05,progressivelyprettier/8.266590905419749e-05,
thegoodkingdom/9.963508649570947e-05,exacteavesdropping/8.266590905419749e-05,
nightofthelivingmooks/9.963508649570947e-05,diabolicalmastermind/8.266590905419749e-05,
lesbianvampire/9.963508649570947e-05,rereleasesoundtrack/8.266590905419749e-05,
nuclearoption/9.963508649570947e-05,gagnose/8.266590905419749e-05,
princessclassic/9.963508649570947e-05,amnesiaepisode/8.266590905419749e-05,
tisonlyabulletinthebrain/9.963508649570947e-05,whatmeasureisanoncute/8.266590905419749e-05,
fall2016anime/9.963508649570947e-05,teamchef/8.266590905419749e-05,
fireballeyeballs/9.963508649570947e-05,findthecure/8.171572619150556e-05,
thegambler/9.963508649570947e-05,worthit/8.171572619150556e-05,
combathandfan/9.963508649570947e-05,partingwordsregret/8.171572619150556e-05,
archerarchetype/9.963508649570947e-05,castasamask/8.171572619150556e-05,
chromechampion/9.963508649570947e-05,dodgytoupee/8.171572619150556e-05,
terroristswithoutacause/9.963508649570947e-05,bigyes/8.171572619150556e-05,
nordicnoir/9.963508649570947e-05,mylifeflashedbeforemyeyes/8.171572619150556e-05,
thewatcher/9.963508649570947e-05,parentalmarriageveto/8.171572619150556e-05,
joggersfinddeath/9.963508649570947e-05,savingchristmas/8.171572619150556e-05,
buythemoff/9.963508649570947e-05,shotintheass/8.171572619150556e-05,
outgrownsuchsillysuperstitions/9.963508649570947e-05,formerteenrebel/8.171572619150556e-05,
erminecapeeffect/9.963508649570947e-05,timemachine/8.171572619150556e-05,
bitteralmonds/9.963508649570947e-05,grouphug/8.171572619150556e-05,
futuremusic/9.963508649570947e-05,flippingthetable/8.171572619150556e-05,
temptingapple/9.963508649570947e-05,notsoforgottenbirthday/8.171572619150556e-05,
shootinggallery/9.963508649570947e-05,malefrontalnudity/8.171572619150556e-05,
urbansegregation/9.963508649570947e-05,highschoolsweethearts/8.171572619150556e-05,
viraltransformation/9.963508649570947e-05,icecreamkoan/8.171572619150556e-05,
heartdrive/9.963508649570947e-05,doublestandardrapemaleonmale/8.171572619150556e-05,
firewaterjuxtaposition/9.963508649570947e-05,shortdistancephonecall/8.171572619150556e-05,
systematicvillaintakedown/9.963508649570947e-05,bigblackout/8.171572619150556e-05,
medicationtampering/9.963508649570947e-05,allgirlslikeponies/8.171572619150556e-05,
theforceisstrongwiththisone/9.963508649570947e-05,spockspeak/8.171572619150556e-05,
crimeaftercrime/9.963508649570947e-05,snowmeanslove/8.171572619150556e-05,
superherospeciation/9.963508649570947e-05,jerkassrealization/8.171572619150556e-05,
ecoterrorist/9.963508649570947e-05,commonalityconnection/8.171572619150556e-05,
fantasticfightingstyle/9.963508649570947e-05,innocentblueeyes/8.171572619150556e-05,
surgicalimpersonation/9.963508649570947e-05,memeticmolester/8.171572619150556e-05,
spacebattle/9.963508649570947e-05,notthefallthatkillsyou/8.171572619150556e-05,
pointdefenseless/9.963508649570947e-05,drunkdriver/8.171572619150556e-05,
singlemomstripper/9.963508649570947e-05,parentwithnewparamour/8.171572619150556e-05,
psychopomp/9.963508649570947e-05,bornunlucky/8.171572619150556e-05,
summontohand/9.652149004271854e-05,balloonacy/8.076554332881363e-05,
multimeleemaster/9.652149004271854e-05,crypticbackgroundreference/8.076554332881363e-05,
bladebrake/9.652149004271854e-05,incrediblyobviousbug/8.076554332881363e-05,
facemonsterturn/9.652149004271854e-05,genreanthology/8.076554332881363e-05,
perpetualmolt/9.652149004271854e-05,ravenhairivoryskin/8.076554332881363e-05,
hadtocometoprisontobeacrook/9.652149004271854e-05,stacysmom/8.076554332881363e-05,
thelabrat/9.652149004271854e-05,britishstuffiness/8.076554332881363e-05,
commandingcoolness/9.652149004271854e-05,apocalypticlog/8.076554332881363e-05,
suicidepact/9.652149004271854e-05,splitscreenphonecall/8.076554332881363e-05,
dogpileofdoom/9.652149004271854e-05,overtheshouldercarry/8.076554332881363e-05,
shotgunsarejustbetter/9.652149004271854e-05,ambiguousgender/8.076554332881363e-05,
bloodstainedglasswindows/9.652149004271854e-05,seppuku/8.076554332881363e-05,
thefagin/9.652149004271854e-05,beinggoodsucks/8.076554332881363e-05,
supersmoke/9.652149004271854e-05,screamdiscretionshot/8.076554332881363e-05,
badmoonrising/9.652149004271854e-05,obfuscatinginsanity/8.076554332881363e-05,
lovehotels/9.652149004271854e-05,stagemagician/8.076554332881363e-05,
theplotreaper/9.652149004271854e-05,deusangstmachina/8.076554332881363e-05,
acidtripdimension/9.652149004271854e-05,racistgrandma/8.076554332881363e-05,
vestigialempire/9.652149004271854e-05,tonightsomeonedies/8.076554332881363e-05,
subspaceansible/9.652149004271854e-05,dyingalone/8.076554332881363e-05,
supernaturallydeliciousandnutritious/9.652149004271854e-05,chekhovmia/8.076554332881363e-05,
dualitymotif/9.652149004271854e-05,thebabytrap/8.076554332881363e-05,
generationships/9.652149004271854e-05,shippingbeddeath/8.076554332881363e-05,
megatwintails/9.652149004271854e-05,suspectishatless/8.076554332881363e-05,
therealheroes/9.652149004271854e-05,drinkinggame/8.076554332881363e-05,
speedblitz/9.652149004271854e-05,quicksandsucks/8.076554332881363e-05,
dragontheirfeet/9.652149004271854e-05,workoffthedebt/8.076554332881363e-05,
monsteroftheaesop/9.652149004271854e-05,earache/8.076554332881363e-05,
portaltothepast/9.652149004271854e-05,postmodernism/8.076554332881363e-05,
royalblood/9.652149004271854e-05,rosehairedsweetie/8.076554332881363e-05,
psychosomaticsuperpoweroutage/9.652149004271854e-05,youwannagetsued/8.076554332881363e-05,
wordscanbreakmybones/9.652149004271854e-05,nosmoking/8.076554332881363e-05,
deadlydisc/9.652149004271854e-05,somethingaboutarose/8.076554332881363e-05,
lineinthesand/9.652149004271854e-05,cluelessaesop/8.076554332881363e-05,
likesclarkkenthatessuperman/9.652149004271854e-05,improbablehairstyle/8.076554332881363e-05,
motorcycleonthecoastroad/9.652149004271854e-05,therecanbeonlyone/8.076554332881363e-05,
wagontraintothestars/9.652149004271854e-05,deconstructorfleet/8.076554332881363e-05,
oxymoronicbeing/9.652149004271854e-05,gallowshumor/8.076554332881363e-05,
battleharem/9.652149004271854e-05,injuredlimbepisode/7.981536046612171e-05,
automaticcrossbows/9.652149004271854e-05,entitledbastard/7.981536046612171e-05,
bodytojewel/9.652149004271854e-05,fanficsofthe2020s/7.981536046612171e-05,
bornwinner/9.652149004271854e-05,schoolnewspapernewshound/7.981536046612171e-05,
fasttunnelling/9.652149004271854e-05,laymansterms/7.981536046612171e-05,
goldcoloredsuperiority/9.652149004271854e-05,magicaldefibrillator/7.981536046612171e-05,
spaceelevator/9.652149004271854e-05,parodycommercial/7.981536046612171e-05,
flechettestorm/9.652149004271854e-05,matchcut/7.981536046612171e-05,
goldmakeseverythingshiny/9.652149004271854e-05,beautybrainsandbrawn/7.981536046612171e-05,
alwaysonduty/9.652149004271854e-05,themissusandtheex/7.981536046612171e-05,
televisionserial/9.652149004271854e-05,fictionalholiday/7.981536046612171e-05,
underboobs/9.652149004271854e-05,sleazypolitician/7.981536046612171e-05,
steppingstonesinthesky/9.652149004271854e-05,elephantinthelivingroom/7.981536046612171e-05,
takeoverthecity/9.652149004271854e-05,thesehandshavekilled/7.981536046612171e-05,
goalorientedevolution/9.652149004271854e-05,documentaryepisode/7.981536046612171e-05,
gasolinedousing/9.652149004271854e-05,enforcedtrope/7.981536046612171e-05,
mundanization/9.652149004271854e-05,reformedbutrejected/7.981536046612171e-05,
cartesiankarma/9.652149004271854e-05,bathos/7.981536046612171e-05,
rapebyproxy/9.652149004271854e-05,characterfocus/7.981536046612171e-05,
merlinsickness/9.652149004271854e-05,neutralevil/7.981536046612171e-05,
planetville/9.652149004271854e-05,blowingaraspberry/7.981536046612171e-05,
idiosyncraticcoverart/9.652149004271854e-05,girlsnightoutepisode/7.981536046612171e-05,
coupdegrace/9.652149004271854e-05,talldarkandsnarky/7.981536046612171e-05,
palefemalesdarkmales/9.652149004271854e-05,exploitedtrope/7.981536046612171e-05,
etherealwhitedress/9.652149004271854e-05,gogglesdonothing/7.981536046612171e-05,
badassback/9.652149004271854e-05,thedividual/7.981536046612171e-05,
superpoweredalterego/9.652149004271854e-05,soapopera/7.981536046612171e-05,
pulltheiv/9.652149004271854e-05,seanconneryisabouttoshootyou/7.981536046612171e-05,
letteredsequel/9.652149004271854e-05,breastexpansion/7.981536046612171e-05,
superheromovievillainsdie/9.652149004271854e-05,heroworshipper/7.981536046612171e-05,
gorgeousgorgon/9.652149004271854e-05,horrifyingthehorror/7.981536046612171e-05,
takemetoyourleader/9.652149004271854e-05,thisissomethinghesgottodohimself/7.981536046612171e-05,
skypirate/9.652149004271854e-05,fanservicepack/7.981536046612171e-05,
wavemotiontuningfork/9.652149004271854e-05,thecassandra/7.981536046612171e-05,
preclimaxclimax/9.652149004271854e-05,femalefelinemalemutt/7.981536046612171e-05,
monsterprotectionracket/9.652149004271854e-05,nosenseofdirection/7.981536046612171e-05,
disconnectedbydeath/9.652149004271854e-05,crowdsong/7.981536046612171e-05,
actiondad/9.652149004271854e-05,sexslave/7.981536046612171e-05,
bodyinabreadbox/9.652149004271854e-05,inlovewithyourcarnage/7.981536046612171e-05,
assassinationattempt/9.652149004271854e-05,silentcredits/7.981536046612171e-05,
testedonhumans/9.652149004271854e-05,trueneutral/7.886517760342978e-05,
royalrapier/9.652149004271854e-05,animatedactors/7.886517760342978e-05,
deadtobeginwith/9.652149004271854e-05,interactivenarrator/7.886517760342978e-05,
theolderimmortal/9.652149004271854e-05,heliumspeech/7.886517760342978e-05,
eldritchstarship/9.652149004271854e-05,zeropercentapprovalrating/7.886517760342978e-05,
writingindentationclue/9.652149004271854e-05,incaseyouforgotwhowroteit/7.886517760342978e-05,
headbuttthermometer/9.652149004271854e-05,eskimosarentreal/7.886517760342978e-05,
convenientlycloseplanet/9.652149004271854e-05,datingservicedisaster/7.886517760342978e-05,
batsignal/9.652149004271854e-05,hollywoodheartattack/7.886517760342978e-05,
themodestorgasm/9.652149004271854e-05,censorbox/7.886517760342978e-05,
comicbooksarereal/9.652149004271854e-05,bigstormepisode/7.886517760342978e-05,
humanshifting/9.652149004271854e-05,eyeglasses/7.886517760342978e-05,
adaptationalexplanation/9.652149004271854e-05,luckytranslation/7.886517760342978e-05,
notamask/9.652149004271854e-05,charactershields/7.886517760342978e-05,
unusualweaponmounting/9.652149004271854e-05,raisedbywolves/7.886517760342978e-05,
redisviolent/9.652149004271854e-05,immediateselfcontradiction/7.886517760342978e-05,
zombiegait/9.652149004271854e-05,jerkasstoone/7.886517760342978e-05,
fireiceduo/9.652149004271854e-05,roofhopping/7.886517760342978e-05,
forensicaccounting/9.652149004271854e-05,exiledtothecouch/7.886517760342978e-05,
ourgraphicswillsuckinthefuture/9.340789358972763e-05,heldgaze/7.886517760342978e-05,
fingerprintingair/9.340789358972763e-05,stringyhairedghostgirl/7.886517760342978e-05,
disabilityalibi/9.340789358972763e-05,idontlikethesoundofthatplace/7.886517760342978e-05,
captainspacedefenderofearth/9.340789358972763e-05,longbustrip/7.886517760342978e-05,
